contig_id	contig_length	viral_length	aai_expected_length	aai_completeness	aai_confidence	aai_error	aai_num_hits	aai_top_hit	aai_id	aai_af	hmm_completeness_lower	hmm_completeness_upper	hmm_num_hits	kmer_freq
contig_1046	12857	NA	16736.148146793017	76.82173871329921	high	3.34701468634999	2	CheckV-007571	64.52	48.87	17.40803152451466	49.269193552813746	4	1.0
contig_1047	3494	NA	39923.3895649324	8.751761907182933	low	15.1381313075547	21	CheckV-061958	35.9	42.33	4.62	11.57	1	1.0
contig_1048	13007	NA	16178.099472901382	80.39881335744639	medium	8.27926800380119	7	CheckV-007571	52.49	24.76	17.98932178260996	51.38022994854502	3	1.0
contig_1049	2310	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
contig_105	29683	NA	32630.26635896323	90.96769138645526	medium	7.01038529458646	92	CheckV-003947	51.7	34.87	58.77499421451552	91.45635714993665	14	1.0
contig_1050	4930	NA	111740.97823237619	4.411989297021893	low	11.8740654837217	23	CheckV-031649	59.6	17.64	NA	NA	0	1.0
contig_1051	8144	NA	35578.631471992914	22.890144064171952	high	3.22509509895805	40	CheckV-062400	76.65	28.9	5.782719999999999	28.913920000000005	2	1.0
contig_1052	12060	NA	54439.48036725727	22.153040254317915	medium	8.19351450259302	4	CheckV-039701	70.8	18.41	16.308781994704326	35.74103265666373	3	1.0
contig_1054	50858	NA	55172.434342967244	92.18009066602441	low	34.0128276133136	43	CheckV-000248	48.51	4.31	76.25216094138555	100.00000000000001	7	1.02
contig_1055	12907	NA	42209.36452258824	30.578522434501114	low	10.2824914415191	61	CheckV-007777	51.03	18.8	7.966164189838723	38.33229312979451	3	1.01
contig_1056	3659	NA	42934.651193807375	8.522253933037078	low	10.4596183917162	39	CheckV-018126	63.6	22.18	5.83	10.88	1	1.0
contig_1057	35778	NA	34190.23525528681	100.0	high	2.27943094488031	12	CheckV-003893	70.17	23.93	50.1376010080669	97.45465256355935	8	1.01
contig_1058	17568	NA	40225.563581809125	43.673719982246894	medium	5.92938197505392	6	CheckV-007449	73.07	18.56	16.23	47.93000000000001	1	1.0
contig_1059	10854	NA	38561.52200172562	28.147229249702036	low	25.5595308871383	2	CheckV-015385	28.1	14.51	6.06	31.61	1	1.0
contig_1061	6389	NA	46796.60722667058	13.652699156272906	medium	9.60676095205243	129	CheckV-016940	53.32	26.48	9.07	18.33	1	1.01
contig_1062	50552	NA	34069.0	100.0	medium	5.36852754066194	1	CheckV-013251	52.08	18.16	77.6081672230218	100.0	5	1.02
contig_1063	2306	NA	42671.47665094852	5.404078276603866	low	19.7445197918309	11	CheckV-019543	41.9	18.47	NA	NA	0	1.0
contig_1064	10968	NA	15665.30830897966	70.01458116028861	high	3.57533966285403	20	CheckV-003281	64.27	28.9	NA	NA	0	1.0
contig_1065	9822	NA	15653.524944613153	62.74625066720224	high	3.11564771269773	29	CheckV-061880	82.27	61.74	12.24	21.06	1	1.0
contig_1066	5137	NA	15797.734826358192	32.51732008711162	medium	5.83275149041302	11	CheckV-019538	88.12	26.77	6.997563469147206	32.47358316912954	3	1.0
contig_1067	7307	NA	49957.29679789142	14.626491960846872	low	16.354663036079	18	CheckV-024776	41.03	22.05	15.239683565967654	17.785804064795574	5	1.0
contig_1068	2239	NA	NA	NA	NA	NA	0	NA	NA	NA	2.75	3.6	1	1.0
contig_1069	11966	NA	57657.16795660644	20.75370751648047	medium	9.48837978822797	332	CheckV-000631	46.92	24.33	NA	NA	0	1.01
contig_107	1520	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
contig_1070	2758	NA	32559.890973013044	8.470544334088656	low	10.8990753492032	57	CheckV-041928	46.1	81.64	3.54	9.99	1	1.0
contig_1075	1057	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
contig_1077	2046	NA	32275.999999999996	6.339075474036436	high	3.91864795187625	1	CheckV-019417	81.23	45.71	0.91	6.95	1	1.0
contig_1079	15032	NA	14437.456539969478	100.0	high	4.24403839253723	24	CheckV-062191	62.44	18.69	NA	NA	0	1.0
contig_108	16635	NA	89074.0	18.675483306015224	high	2.9270941310035	1	CheckV-041250	70.27	33.42	13.032334506030438	27.00784302106593	7	1.0
contig_1080	14146	NA	14360.230723185465	98.50816656559998	high	4.02098899218616	53	CheckV-061570	86.64	36.21	19.276784729382452	89.41998210719134	3	1.0
contig_1081	20092	NA	41368.26220875141	48.56863432795966	medium	8.26190467220944	46	CheckV-029843	46.51	23.3	20.65408220899557	62.5602709749215	13	1.0
contig_1082	15906	NA	45862.6926272354	34.68178401403819	high	2.19323038602597	18	CheckV-040642	75.7	81.21	19.213961774249782	41.29014411986325	13	1.0
contig_1083	10940	NA	36380.34006784261	30.071186744266054	high	2.28054302369611	3	CheckV-061590	70.34	83.71	17.15577474479212	39.166297733437005	12	1.0
contig_1084	11038	NA	34161.41270809462	32.3113101156514	high	4.01951099036799	33	CheckV-033403	58.85	61.62	19.858116499651306	33.876770204567784	9	1.0
contig_1085	2357	NA	324573.27633306873	0.7261842461673608	high	4.94487136652188	25	CheckV-000484	85.7	27.06	1.09	3.03	1	1.0
contig_1086	9069	NA	35858.902115285826	25.290791031034086	low	16.1277892551785	75	CheckV-016900	43.5	16.49	13.57	29.75	1	1.0
contig_1087	16341	NA	16035.107094091993	100.0	medium	8.24118776929866	4	CheckV-020072	81.55	14.7	21.318819051184317	72.48324775387967	3	1.0
contig_1088	15786	NA	61468.82927935813	25.681309022914974	high	3.60501032371663	51	CheckV-019015	65.77	20.42	20.53043712853469	40.33005782074331	8	1.0
contig_1089	11085	NA	49731.625485701035	22.289639423081372	medium	7.3657234635552	10	CheckV-020415	49.06	59.12	15.491670061099796	28.398655804480647	2	1.0
contig_109	15785	NA	75332.9962707924	20.953633575464266	high	2.71302515474779	2	CheckV-041250	76.09	33.09	13.00354581189856	25.508673917012548	6	1.0
contig_1092	32186	NA	31666.901812471224	100.0	low	12.5893824485374	17	CheckV-033071	46.34	16.95	71.69107917249525	99.18950506288267	6	1.0
contig_1095	23180	NA	48284.02885328814	48.00759288424923	medium	8.09634270615345	41	CheckV-061741	50.06	23.75	32.46794822048715	63.04062857166757	13	1.0
contig_1096	65151	NA	35853.820097811746	100.0	high	2.28031741395258	4	CheckV-061531	91.91	23.84	83.22848322466707	99.99999999999997	17	1.0
contig_1097	14525	NA	14466.341023472161	100.0	high	4.92520462884561	18	CheckV-013268	70.54	25.82	19.68	93.37	1	1.0
contig_1098	7500	NA	51808.79203475626	14.47630740930724	low	17.2676003861331	23	CheckV-061600	52.8	6.52	NA	NA	0	1.0
contig_1099	12200	NA	103482.06591374273	11.789482450195075	low	26.9204150716114	137	CheckV-011619	39.97	11.64	9.733293768545993	32.000544015825916	2	1.0
contig_110	33382	NA	34035.872914189065	98.07887132544653	medium	6.77694068528799	3	CheckV-006280	85.04	18.61	41.15409660198887	96.95692084764612	10	1.0
contig_1100	2768	NA	42872.43956919574	6.456362240670892	medium	8.41622724100411	10	CheckV-000096	48.1	28.75	NA	NA	0	1.0
contig_1101	31229	NA	85706.64001868179	36.4370835132411	medium	7.57869005803917	10	CheckV-017964	49.6	30.62	39.05387129958557	75.2532543129151	8	1.05
contig_1102	6228	NA	32430.112238462174	19.204373867733892	low	17.4562332879269	4	CheckV-007088	87.72	35.26	7.990000000000001	22.56	1	1.0
contig_1103	7494	NA	45986.108848693606	16.296225507266186	medium	7.1940049958368	104	CheckV-019590	66.6	28.14	6.85	22.99	1	1.0
contig_1104	15323	NA	14838.280400466421	100.0	high	3.15479813349564	49	CheckV-061730	72.98	29.66	28.334001902296162	76.54697735802148	4	1.0
contig_1105	4625	NA	52423.592095578635	8.822363777681822	low	15.8221246969266	229	CheckV-031144	54.4	13.24	NA	NA	0	1.0
contig_1106	4836	NA	94502.29792388341	5.117335880969944	low	18.4087537011378	382	CheckV-001632	71.4	8.61	2.99	13.11	1	1.0
contig_1107	36946	NA	52505.734946845456	70.36564679535014	low	34.9257320695997	227	CheckV-002318	34.7	4.86	35.79672503023254	47.26610895145783	6	1.01
contig_111	21074	NA	33913.39114455365	62.14064500413252	high	3.82189128221508	4	CheckV-006280	85.1	24.79	28.01284376013573	64.71029249517811	5	1.0
contig_1110	8026	NA	32305.3972087434	24.844145850117506	high	2.45795449192067	11	CheckV-032942	70.76	73.28	15.322103986105498	28.463422840496648	7	1.0
contig_1111	31091	NA	31841.895510250808	97.64180021880584	high	3.70041314621697	6	CheckV-062331	76.91	24.43	67.87711987593843	100.0	6	1.0
contig_1113	2391	NA	37521.89974592617	6.37227863245276	high	4.08059193313848	60	CheckV-033271	60.05	73.03	2.21	6.52	1	1.0
contig_1114	6123	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
contig_1115	13060	NA	44118.0259104545	29.602412461762523	high	3.03339555972337	21	CheckV-020647	62.69	40.21	10.997962962962964	36.56784722222222	2	1.0
contig_1116	46540	NA	44001.06494132655	100.0	high	3.09375253220971	3	CheckV-020647	53.2	32.45	36.54978618377913	100.0	3	1.0
contig_1117	4765	NA	60325.96928877141	7.898754145483608	medium	6.24206248412497	183	CheckV-061298	59.1	39.41	5.50054358974359	12.87923076923077	2	1.0
contig_1118	21402	NA	33206.88387212049	64.45049189926695	medium	5.94766695205479	11	CheckV-061552	52.74	23.15	43.27462714081582	74.2528965248716	7	1.0
contig_1119	28019	NA	52076.64118407521	53.80339315848211	low	18.5642512859947	65	CheckV-018018	41.8	12.33	37.655491363333674	87.49349935415545	3	1.0
contig_112	7845	NA	16027.829876319649	48.94611473004597	high	3.12771212256029	6	CheckV-061788	68.7	35.4	NA	NA	0	1.0
contig_1120	1227	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
contig_1129	6485	NA	51305.0	12.640093558132735	low	25.0788091068301	1	CheckV-002171	31.7	12.07	NA	NA	0	1.0
contig_113	6409	NA	16024.927853852567	39.993939807093774	high	2.46262159237765	6	CheckV-062135	86.42	66.62	NA	NA	0	1.0
contig_1130	4205	NA	41072.96037041492	10.237879037881294	medium	6.24206248412497	231	CheckV-017094	61.7	42.14	6.494399999999999	12.3393	2	1.0
contig_1131	51372	NA	52238.0	98.34220299398905	high	2.00834367673424	1	CheckV-030884	79.55	49.1	66.15984002207921	99.99999999999999	14	1.0
contig_1132	2610	NA	42540.724453804345	6.135297490841372	medium	5.80669068180352	327	CheckV-013372	55.98	66.53	1.7287499999999998	7.385365853658537	2	1.0
contig_1133	2613	NA	NA	NA	NA	NA	0	NA	NA	NA	1.8499999999999999	6.39	1	1.0
contig_1134	23082	NA	150430.8750526488	15.343924571283393	low	16.0886513846799	16	CheckV-005393	48.14	9.34	16.010617303960842	60.8950208160638	3	1.0
contig_1135	3167	NA	46543.20536339699	6.804430368026664	medium	5.24868308593221	8	CheckV-056765	74.0	31.88	4.21	7.23	1	1.0
contig_1136	37294	NA	42866.591552765654	87.000152447609	high	3.80175813342097	18	CheckV-006723	68.31	16.27	54.302206324030614	98.31990348970511	24	1.0
contig_1137	4224	NA	15629.679123582473	27.025506836072644	high	2.46262159237765	14	CheckV-004166	82.91	64.56	4.779074844074844	21.153430353430355	2	1.0
contig_1138	1247	NA	14891.781684630732	8.373746180331018	high	1.20268836222144	43	CheckV-007439	96.7	100.0	NA	NA	0	1.0
contig_1139	6822	NA	14737.101898248053	46.291326796152504	low	22.9181591811457	2	CheckV-048140	50.9	11.2	7.122791301788836	35.486525535493925	3	1.0
contig_114	16419	NA	16023.5646896446	100.0	high	3.90649466102294	7	CheckV-061958	83.96	30.9	18.145963083233635	66.06752435481114	3	1.0
contig_1140	8555	NA	15066.552514286104	56.78140365480523	high	2.53723110865968	15	CheckV-061993	74.42	56.19	12.20517937219731	42.176726457399106	2	1.0
contig_1141	8793	NA	14905.287158391182	58.99248975589063	low	37.7921073948101	20	CheckV-015357	86.67	19.13	14.4	27.800000000000004	1	1.0
contig_1142	3414	NA	64647.96810357299	5.280908434013588	low	12.9948120840075	2	CheckV-020422	48.8	17.85	NA	NA	0	1.0
contig_1143	3012	NA	55184.255612607376	5.458078516351101	medium	5.24868308593221	22	CheckV-002034	74.1	28.49	NA	NA	0	1.0
contig_1144	7364	NA	49058.53688846074	15.010639262933497	low	22.1130987526063	6	CheckV-031134	46.1	13.65	4.11	21.45	1	1.0
contig_1145	4604	NA	68452.61963856293	6.725820026040796	low	15.4714335542146	33	CheckV-031212	61.84	16.13	NA	NA	0	1.0
contig_1146	5265	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.1
contig_1147	2235	NA	51789.949245992306	4.315509152913395	low	11.2581598019399	12	CheckV-001399	53.7	18.61	3.33	6.46	1	1.0
contig_1148	15547	NA	15666.5606150451	99.23684197200066	high	3.31059095203107	21	CheckV-020044	85.46	38.06	17.475915363385464	95.05447102115915	2	1.0
contig_115	3964	NA	16118.85496131593	24.592317565443135	medium	9.60676095205243	7	CheckV-007571	56.69	27.22	NA	NA	0	1.0
contig_1151	16042	NA	16043.586023656871	99.99011428209047	high	3.19163083385747	26	CheckV-019132	81.09	35.06	21.511508704061892	70.17818181818183	2	1.0
contig_1152	3042	NA	110435.65976496924	2.7545450504610813	high	1.46443514644351	2	CheckV-013297	98.0	55.68	NA	NA	0	1.0
contig_1153	13553	NA	54955.074088252724	24.661962930365895	medium	8.69377272611692	14	CheckV-030070	46.66	67.06	NA	NA	0	1.0
contig_1154	12314	NA	NA	NA	NA	NA	0	NA	NA	NA	11.38	33.59	1	1.0
contig_1155	27817	NA	48346.41060952166	57.5368463745301	low	13.3626373626374	478	CheckV-014457	31.5	19.74	24.785687505406525	74.97132687748027	10	1.0
contig_1156	10038	NA	76456.0	13.129120016741656	low	21.9565771667288	1	CheckV-001136	54.4	4.01	6.99	26.39	1	1.01
contig_1157	48870	NA	47310.88629271025	100.0	low	10.277080385265	3	CheckV-016221	37.71	18.11	61.83025814058319	100.0	10	1.01
contig_1158	3212	NA	43509.25576965594	7.382337259466757	low	16.0955816050496	9	CheckV-018125	42.7	20.19	NA	NA	0	1.0
contig_1159	42592	NA	142879.0750501039	29.80982343640181	low	12.2561147132961	14	CheckV-039849	46.32	20.52	23.326439522998296	68.41093696763203	2	1.04
contig_116	2724	NA	16010.600207395268	17.01372818454232	high	2.58831684236444	6	CheckV-019313	83.77	71.31	NA	NA	0	1.0
contig_1160	30024	NA	29443.121788796023	100.0	high	2.9270941310035	2	CheckV-033192	69.91	37.19	36.36405376447226	91.48494374435283	7	1.0
contig_1161	13423	NA	32286.785944033447	41.57428374341036	high	3.8744168720776	2	CheckV-061611	89.48	34.38	18.24746469974758	41.728254319009686	3	1.0
contig_1162	11726	NA	82728.15920784805	14.174133828530307	low	17.48999801379	19	CheckV-001457	56.0	8.01	3.364637037037037	25.911866666666672	2	1.0
contig_1163	17919	NA	40304.62769068135	44.45891458797167	low	19.919469608367	18	CheckV-032513	35.9	12.31	24.695510222238997	48.74076143076296	4	1.0
contig_1164	12042	NA	47548.31487363865	25.325818658352134	low	21.9565771667288	11	CheckV-062226	56.6	4.1	NA	NA	0	1.0
contig_1165	26465	NA	31655.0	83.60448586321276	medium	7.58056493993685	1	CheckV-061545	68.42	15.88	36.1612203043717	81.90577908028588	10	1.0
contig_1166	16744	NA	15854.682476578715	100.0	medium	6.55769092693201	12	CheckV-004779	85.04	16.57	20.72909137784986	88.01752345631748	4	1.0
contig_1169	39797	NA	37707.974573101164	100.0	medium	7.77568987716185	7	CheckV-018870	52.07	13.38	25.749999999999996	100.0	1	1.0
contig_117	7851	NA	32221.026058373925	24.366076939252537	low	10.2824914415191	6	CheckV-032292	50.5	19.92	8.733368976916555	23.086289355937996	5	1.0
contig_1170	36365	NA	39016.0	93.20535165060488	high	3.80175813342097	1	CheckV-032601	69.02	13.42	49.36540740605176	83.32004953665333	6	1.0
contig_1171	2522	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
contig_1172	4490	NA	49232.91165858039	9.119915618920084	medium	8.89537258399073	351	CheckV-042026	44.21	52.01	5.919452736170349	10.758300212722649	4	1.0
contig_1175	16175	NA	45603.559143245366	35.46872284505843	medium	7.57869005803917	6	CheckV-040958	49.68	30.43	23.57	44.84	1	1.0
contig_1176	6117	NA	43183.86965898474	14.165011260697224	low	13.9757982883961	7	CheckV-005829	41.8	31.15	4.832491467576793	18.803720136518773	2	1.0
contig_1177	41139	NA	42644.86546908022	96.46882349723425	high	2.18777473499126	30	CheckV-061434	68.4	33.08	68.04728862094039	97.74228384093186	24	1.0
contig_1179	2082	NA	50240.51691676318	4.144065642177584	medium	9.97120230381569	44	CheckV-057340	45.5	66.51	1.44	5.89	1	1.0
contig_118	33620	NA	32310.45399506579	100.0	high	3.70041314621697	28	CheckV-015376	74.36	24.73	39.56996256268804	99.66196908365049	10	1.0
contig_1182	2446	NA	63840.97082892897	3.831395369212676	low	10.8819485366333	20	CheckV-061475	40.73	51.21	NA	NA	0	1.0
contig_1184	30062	NA	29208.000000000004	100.0	high	3.70041314621697	1	CheckV-032294	74.15	25.49	47.04039337951257	92.29589266336973	13	1.0
contig_1187	2323	NA	32013.000000000004	7.256427076500171	medium	9.85301735896608	1	CheckV-015009	67.4	21.45	NA	NA	0	1.0
contig_1189	6813	NA	34651.53558723656	19.661466323326458	low	16.7746825248758	38	CheckV-008112	33.88	26.37	6.22	20.9	1	1.0
contig_119	7473	NA	37903.06486863403	19.716083714866397	medium	8.32176999323388	200	CheckV-040977	77.7	5.88	7.491312741312741	21.58138996138996	2	1.0
contig_1190	3799	NA	47570.152926421404	7.9861000360374295	low	10.4596183917162	19	CheckV-006320	63.86	20.51	2.779465283320032	11.101165203511572	2	1.0
contig_1191	14706	NA	39162.0	37.551708288647156	low	25.1029277801869	1	CheckV-017660	44.3	6.3	13.36	42.91	1	1.0
contig_1192	3111	NA	60998.131667564645	5.100156209627407	medium	6.68662674650699	2	CheckV-032664	68.1	27.06	NA	NA	0	1.0
contig_1193	4417	NA	35640.90305293206	12.39306420895143	high	2.30100919465801	108	CheckV-015111	86.98	73.85	5.165523465703972	13.155920577617328	2	1.0
contig_1194	3296	NA	36965.45210703617	8.916433621469556	high	4.04716205100082	2	CheckV-015111	75.11	43.06	6.32	7.74	1	1.0
contig_1195	3262	NA	34795.42019253625	9.374796976010398	medium	5.38031390760123	6	CheckV-040938	63.77	44.15	1.8945722713864308	9.38786873156342	2	1.0
contig_1196	6269	NA	NA	NA	NA	NA	0	NA	NA	NA	8.9	14.680000000000001	1	1.0
contig_1197	4158	NA	NA	NA	NA	NA	0	NA	NA	NA	2.37	9.14	1	1.0
contig_1198	28588	NA	41740.0	68.4906564446574	high	2.75049872739579	1	CheckV-062029	86.62	57.06	54.112214807047316	81.65999148221789	9	1.0
contig_1199	15258	NA	34498.49388949049	44.22801774731432	high	2.58132490451732	2	CheckV-032352	71.37	48.48	16.24215263788915	46.64860583298987	9	1.0
contig_120	27677	NA	33149.13101516879	83.49238472445995	high	3.18503015106617	3	CheckV-040977	87.69	34.49	49.66457315787343	79.96780042181342	10	1.0
contig_1200	3318	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
contig_1201	15284	NA	14767.142461054065	100.0	medium	8.26190467220944	6	CheckV-004795	46.38	26.39	19.14746575342466	68.64083904109589	2	1.0
contig_1202	1403	NA	37135.1537824649	3.778091261500288	high	1.60892404749713	17	CheckV-056445	93.8	36.19	1.8600000000000003	4.64	1	1.0
contig_1203	1516	NA	38657.4620405359	3.921623200225443	low	15.5486016037551	27	CheckV-024938	45.0	24.87	0.81	3.4	1	1.0
contig_1204	8194	NA	41395.54937029735	19.79439849125293	low	11.1417515456122	5	CheckV-014944	58.2	14.63	7.57	22.35	1	1.0
contig_1205	52501	NA	50077.53830868217	100.0	low	34.5701557787554	12	CheckV-011466	43.2	2.12	13.19	100.0	1	1.0
contig_1206	18267	NA	14672.233849762964	100.0	high	3.51913143523066	3	CheckV-061874	59.66	25.04	24.75	100.0	1	1.0
contig_1207	14130	NA	14618.794419188966	96.65639720230718	medium	8.19351450259302	16	CheckV-019177	69.2	18.58	15.883827046918121	86.3945630174793	2	1.0
contig_1208	4058	NA	40203.1970111481	10.093724633080154	medium	6.05636618029182	15	CheckV-040924	56.12	61.97	5.28	11.78	1	1.0
contig_1209	3559	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.01
contig_121	2392	NA	39338.22806917134	6.0805992476172745	medium	6.50440235702245	8	CheckV-062307	51.9	44.63	NA	NA	0	1.0
contig_1210	20334	NA	30486.545621565932	66.69827487970922	medium	5.94766695205479	6	CheckV-020159	55.29	24.49	34.41813951042622	73.03856029912318	5	1.0
contig_1211	2733	NA	41061.0	6.655950902316066	high	4.27568602425016	1	CheckV-008524	84.75	35.4	3.06	7.61	1	1.0
contig_1212	12984	NA	14778.874630975097	87.85513325071983	high	3.85070180357236	6	CheckV-062340	80.98	30.14	19.425479603087098	53.23158765159868	2	1.0
contig_1213	1416	NA	14815.393905136472	9.5576264057959	high	0.680248855652328	44	CheckV-032439	98.6	86.25	1.9200000000000002	9.1	1	1.0
contig_1214	12914	NA	15438.969617993547	83.64547841942257	high	3.16996526820663	17	CheckV-018560	81.45	48.36	15.528211626208696	48.06137688685719	3	1.0
