#seq_name	length	coverage
contig_189	34390	5
contig_152	30797	16
contig_199	14474	4
contig_212	2307	1
contig_208	6946	5
contig_209	11202	3
contig_214	5905	3
contig_207	19172	3
contig_184	58762	6
contig_206	20220	5
contig_219	3090	3
contig_220	4852	3
contig_221	3061	3
contig_202	16673	12
contig_185	31011	4
contig_223	4122	7
contig_213	36935	6
contig_226	4565	5
contig_222	13066	6
contig_228	2013	4
contig_227	2015	11
contig_225	13356	3
contig_233	6071	3
contig_234	5091	4
contig_235	5153	4
contig_241	568	15
contig_237	5328	11
contig_215	36484	6
contig_236	5228	16
contig_243	8981	3
contig_242	2335	28
contig_249	7275	3
contig_251	2500	5
contig_250	9488	5
contig_252	5217	7
contig_255	4157	3
contig_254	9318	3
contig_200	109562	5
contig_246	31026	6
contig_253	14598	11
contig_263	4455	3
contig_257	14699	4
contig_265	14074	7
contig_282	2053	3
contig_281	5354	3
contig_270	10582	5
contig_264	15476	4
contig_256	29740	5
contig_266	14299	8
contig_260	39070	4
contig_283	13311	3
contig_287	3045	5
contig_293	1295	5
contig_286	14288	4
contig_295	3987	5
contig_294	3609	9
contig_284	24436	4
contig_267	62774	4
contig_285	29409	6
contig_292	15361	11
contig_271	35503	7
contig_297	12257	7
contig_303	12736	4
contig_288	20192	9
contig_296	16336	8
contig_302	13036	5
contig_298	24522	4
contig_304	15161	3
contig_305	12285	4
contig_317	496	1
contig_329	991	15
contig_328	4180	6
contig_330	3759	6
contig_308	29995	5
contig_334	1665	20
contig_333	3191	20
contig_332	3247	49
contig_336	2588	13
contig_343	15154	7
contig_345	9365	4
contig_347	8386	5
contig_349	2120	5
contig_348	7144	4
contig_327	28676	9
contig_346	17307	7
contig_350	1372	9
contig_344	28726	3
contig_335	2795	114
contig_351	3579	7
contig_354	4690	3
contig_353	5214	11
contig_372	3163	5
contig_352	11774	4
contig_342	33547	5
contig_374	3176	5
contig_373	10204	6
contig_376	7958	3
contig_316	38647	11
contig_375	10927	7
contig_377	15428	4
contig_381	11931	4
contig_380	38690	4
contig_387	6339	3
contig_392	9872	3
contig_388	15332	6
contig_393	10348	3
contig_389	12304	4
contig_396	5282	4
contig_394	8946	4
contig_386	32049	2
contig_395	15216	3
contig_398	14834	4
contig_399	10318	7
contig_382	36833	6
contig_402	1452	39
contig_400	15595	4
contig_403	6661	3
contig_401	12604	4
contig_408	4813	2
contig_404	4650	7
contig_411	2377	5
contig_418	4856	6
contig_412	25935	3
contig_417	11917	7
contig_419	2650	8
contig_420	9728	5
contig_413	33462	4
contig_383	62193	8
contig_427	3275	4
contig_416	25060	6
contig_425	18912	3
contig_421	34608	4
contig_435	1301	1
contig_428	14469	4
contig_429	10268	4
contig_436	6617	3
contig_426	24888	6
contig_439	4912	5
contig_441	1678	3
contig_438	14136	3
contig_440	2672	9
contig_442	11556	3
contig_444	1337	7
contig_445	5999	4
contig_448	2389	3
contig_449	3077	1
contig_437	38470	4
contig_443	19928	6
contig_452	1464	4
contig_450	1967	24
contig_451	364	0
contig_455	5671	4
contig_456	4964	4
contig_447	44035	3
contig_457	7826	3
contig_458	1542	6
contig_424	42208	13
contig_463	9572	4
contig_467	1324	3
contig_462	15952	5
contig_465	11879	4
contig_461	17655	4
contig_434	56443	9
contig_464	15280	10
contig_470	3598	4
contig_468	15542	4
contig_471	2242	5
contig_472	3208	9
contig_466	15678	7
contig_482	2339	3
contig_484	2803	3
contig_469	13802	9
contig_481	19750	3
contig_486	4717	14
contig_485	11207	8
contig_483	23552	5
contig_489	4881	3
contig_487	11298	5
contig_488	12568	4
contig_500	2260	6
contig_491	17903	5
contig_501	15247	6
contig_505	4351	5
contig_504	16053	5
contig_506	15729	3
contig_507	10675	5
contig_493	16876	13
contig_508	11642	4
contig_518	2630	4
contig_492	38498	6
contig_520	3003	2
contig_514	15976	8
contig_521	8060	6
contig_527	1751	3
contig_526	1645	8
contig_515	25675	5
contig_490	40487	12
contig_523	17570	4
contig_529	7042	3
contig_530	8617	3
contig_511	34032	8
contig_528	13278	6
contig_522	28058	5
contig_544	2546	8
contig_540	9524	4
contig_545	1186	3
contig_519	40515	4
contig_566	12458	9
contig_548	3070	3
contig_531	35272	5
contig_547	8426	12
contig_552	6723	6
contig_554	2339	6
contig_550	18386	5
contig_556	10102	3
contig_549	16570	10
contig_559	8868	3
contig_536	34338	7
contig_546	27902	9
contig_557	14916	6
contig_551	25014	5
contig_555	26083	6
contig_561	2877	4
contig_558	13811	11
contig_543	36904	5
contig_553	37946	5
contig_560	21000	5
contig_571	2968	5
contig_539	27353	3
contig_568	19502	4
contig_562	6358	18
contig_575	2695	8
contig_573	14293	5
contig_574	20624	3
contig_565	2844	87
contig_578	4407	5
contig_572	21856	6
contig_579	7293	3
contig_577	17673	3
contig_580	4331	7
contig_581	3075	11
contig_585	2064	3
contig_586	2609	5
contig_583	9643	3
contig_584	14106	3
contig_587	10462	5
contig_588	4451	4
contig_589	4595	5
contig_582	25252	3
contig_576	37416	4
contig_590	7285	3
contig_592	2352	3
contig_591	16927	6
contig_594	10347	5
contig_604	2291	3
contig_595	18280	4
contig_597	12689	6
contig_593	37748	4
contig_605	1158	6
contig_632	33695	5
contig_607	5238	3
contig_609	4809	5
contig_599	20781	6
contig_613	15491	3
contig_615	8044	4
contig_626	2233	4
contig_616	4746	6
contig_629	4244	3
contig_608	21620	6
contig_628	10170	4
contig_612	34627	3
contig_634	2854	3
contig_635	2870	4
contig_614	24770	7
contig_637	1133	12
contig_636	8514	5
contig_633	14563	6
contig_596	47077	10
contig_639	3965	4
contig_638	6603	3
contig_640	4378	5
contig_606	3150	11
contig_645	21783	4
contig_650	12002	3
contig_643	10989	15
contig_653	13188	3
contig_655	3240	7
contig_654	14835	4
contig_646	28667	4
contig_657	2576	14
contig_665	4746	3
contig_663	6040	3
contig_659	13590	3
contig_656	10282	11
contig_664	7347	3
contig_647	28684	2
contig_666	4171	19
contig_671	11576	4
contig_678	2724	4
contig_677	6655	10
contig_670	10936	6
contig_679	6880	4
contig_669	23164	6
contig_683	15015	3
contig_687	3304	8
contig_644	72339	4
contig_697	2236	3
contig_680	23059	4
contig_688	2656	28
contig_696	14063	4
contig_684	12591	8
contig_700	7365	4
contig_699	13274	4
contig_698	17256	4
contig_706	5336	4
contig_703	10797	5
contig_676	28407	7
contig_702	7153	7
contig_712	1613	6
contig_709	4643	4
contig_707	4530	18
contig_705	22747	3
contig_714	5076	6
contig_715	2813	4
contig_723	2420	3
contig_718	13809	3
contig_713	30202	3
contig_719	11104	3
contig_724	5064	13
contig_725	1627	3
contig_720	14626	6
contig_726	8800	6
contig_730	2456	6
contig_728	10737	3
contig_729	8111	5
contig_731	14719	4
contig_732	4636	6
contig_727	28532	4
contig_733	7642	6
contig_735	9170	3
contig_748	2984	3
contig_701	28136	19
contig_747	7163	3
contig_750	2317	4
contig_749	9613	4
contig_752	8119	3
contig_753	3068	4
contig_754	2125	3
contig_746	20454	4
contig_755	12071	3
contig_756	3030	3
contig_757	7300	3
contig_708	49001	13
contig_761	2318	7
contig_765	7645	3
contig_762	2338	20
contig_751	36103	6
contig_764	11130	3
contig_771	3173	3
contig_763	15341	3
contig_774	7991	4
contig_766	14661	5
contig_783	2175	3
contig_781	5881	5
contig_782	5438	6
contig_758	11820	22
contig_780	14027	6
contig_776	19444	4
contig_784	2029	5
contig_786	6500	3
contig_779	30156	6
contig_785	17900	3
contig_787	8867	4
contig_789	11171	4
contig_788	10930	6
contig_792	6179	4
contig_791	14739	3
contig_796	5145	3
contig_793	6775	7
contig_797	9288	3
contig_775	37594	9
contig_800	3494	3
contig_798	2638	6
contig_805	7023	4
contig_806	7017	4
contig_809	1033	7
contig_808	5662	5
contig_807	8701	5
contig_799	34524	4
contig_810	1032	4
contig_813	8021	3
contig_814	8684	3
contig_818	3807	5
contig_817	7242	5
contig_816	10991	6
contig_819	9922	3
contig_812	15334	10
contig_821	1375	5
contig_811	34326	5
contig_828	1359	2
contig_827	8671	3
contig_830	4584	3
contig_829	1666	11
contig_820	13230	12
contig_826	13223	10
contig_824	10775	13
contig_832	3827	8
contig_833	5476	3
contig_834	2756	3
contig_831	21922	5
contig_836	8880	4
contig_815	56870	6
contig_841	1398	7
contig_843	1422	6
contig_825	67695	3
contig_840	17194	3
contig_845	1698	15
contig_842	3941	15
contig_835	12932	10
contig_848	8032	4
contig_844	15479	5
contig_849	8706	4
contig_850	8647	5
contig_851	7555	3
contig_839	27235	5
contig_855	4853	5
contig_857	2885	7
contig_859	2582	8
contig_854	37646	3
contig_862	10191	4
contig_601	85375	35
contig_858	22519	4
contig_864	5276	8
contig_860	16677	6
contig_879	2496	5
contig_861	20918	4
contig_887	5186	3
contig_881	12193	3
contig_863	12093	8
contig_856	35606	7
contig_880	15420	5
contig_889	2947	7
contig_888	6944	6
contig_890	8178	3
contig_896	9069	5
contig_897	14788	3
contig_904	935	11
contig_905	2104	9
contig_901	13928	3
contig_898	9404	15
contig_908	8209	7
contig_906	2732	19
contig_900	22701	6
contig_899	11485	24
contig_871	39689	9
contig_907	26414	5
contig_911	13592	6
contig_909	23404	5
contig_910	14878	10
contig_891	41869	10
contig_923	3061	2
contig_925	10448	3
contig_924	792	0
contig_927	2448	8
contig_928	9611	3
contig_941	4916	4
contig_926	15689	7
contig_940	12113	4
contig_942	10073	3
contig_944	2735	5
contig_947	3359	5
contig_948	3708	10
contig_945	16491	4
contig_946	15200	3
contig_943	24175	6
contig_939	34501	5
contig_950	6670	5
contig_949	2751	31
contig_951	17120	2
contig_956	2369	5
contig_953	12874	3
contig_952	26026	4
contig_957	7907	4
contig_959	14108	3
contig_960	10491	4
contig_962	10976	4
contig_967	2367	3
contig_963	5355	11
contig_968	1669	11
contig_970	2617	3
contig_929	37442	16
contig_966	17291	5
contig_961	35062	3
contig_971	7326	3
contig_969	14630	4
contig_975	1736	1
contig_973	12142	3
contig_972	14650	6
contig_976	3192	3
contig_921	33084	39
contig_980	3439	4
contig_979	12840	4
contig_977	14816	6
contig_981	7002	4
contig_974	24279	9
contig_985	4183	4
contig_987	4914	3
contig_988	2542	5
contig_978	33844	4
contig_982	18345	6
contig_986	14233	7
contig_991	2181	4
contig_992	6558	3
contig_990	19323	3
contig_989	11818	9
contig_997	1153	8
contig_996	13992	4
contig_999	1230	10
contig_993	24859	3
contig_1003	1842	8
contig_1002	1736	8
contig_1004	2316	3
contig_1005	2675	6
contig_998	11404	16
contig_1008	2228	7
contig_1010	14766	3
contig_1009	2645	5
contig_1013	3407	4
contig_1011	7212	3
contig_1012	5344	5
contig_1016	5614	3
contig_1007	36319	6
contig_1015	9475	10
contig_1017	5706	5
contig_1023	2687	3
contig_1025	2302	3
contig_1022	8047	13
contig_1027	6838	3
contig_1006	43357	9
contig_1030	2846	3
contig_1021	15099	14
contig_1026	16895	5
contig_1028	23869	3
contig_1029	8033	9
contig_1024	14400	17
contig_1020	13312	19
contig_1035	4478	4
contig_1031	18289	4
contig_1036	6924	5
contig_1034	18402	3
contig_1041	2357	4
contig_1019	29669	9
contig_1033	15904	7
contig_1045	3312	5
contig_1040	14240	4
contig_1047	3494	12
contig_1049	2310	3
contig_1050	4930	4
contig_1046	12857	10
contig_1048	13007	9
contig_1032	12196	6
contig_1051	8144	4
contig_1052	12060	3
contig_1042	36454	3
contig_1056	3659	3
contig_1055	12907	4
contig_1037	38696	5
contig_1063	2306	3
contig_1059	10854	5
contig_1058	17568	3
contig_1057	35778	3
contig_1064	10968	4
contig_1068	2239	3
contig_1067	7307	3
contig_1066	5137	8
contig_1074	992	0
contig_1054	50858	3
contig_1075	1057	4
contig_1065	9822	8
contig_1069	11966	3
contig_1076	2213	2
contig_1062	50552	3
contig_1079	15032	4
contig_1085	2357	9
contig_1084	11038	7
contig_1083	10940	10
contig_1080	14146	10
contig_1086	9069	4
contig_1081	20092	7
contig_1082	15906	10
contig_1087	16341	6
contig_1089	11085	10
contig_1088	15786	8
contig_1100	2768	3
contig_1098	7500	4
contig_1097	14525	3
contig_1099	12200	3
contig_1102	6228	4
contig_1103	7494	3
contig_1105	4625	11
contig_1095	23180	4
contig_1104	15323	3
contig_1106	4836	21
contig_1113	2391	4
contig_1110	8026	6
contig_1101	31229	3
contig_1114	6123	3
contig_1117	4765	6
contig_1115	13060	4
contig_1096	65151	3
contig_1120	1227	3
contig_1129	6485	3
contig_1118	21402	4
contig_1130	4205	4
contig_1132	2610	3
contig_1107	36946	8
contig_1133	2613	5
contig_1135	3167	5
contig_1119	28019	5
contig_1137	4224	7
contig_1134	23082	4
contig_1138	1247	18
contig_1139	6822	12
contig_1142	3414	4
contig_1143	3012	4
contig_1140	8555	10
contig_1145	4604	6
contig_1144	7364	9
contig_1147	2235	3
contig_1146	5265	4
contig_1141	8793	9
contig_1152	3042	4
contig_1148	15547	5
contig_1151	16042	6
contig_1153	13553	6
contig_1154	12314	3
contig_1156	10038	3
contig_1131	51372	8
contig_1158	3212	8
contig_1155	27817	5
contig_1161	13423	4
contig_1162	11726	3
contig_1136	37294	15
contig_1164	12042	6
contig_1163	17919	5
contig_1171	2522	7
contig_1166	16744	3
contig_1172	4490	3
contig_1160	30024	7
contig_1165	26465	3
contig_1159	42592	4
contig_1176	6117	5
contig_1157	48870	5
contig_1192	3111	3
contig_1185	1897	1
contig_1175	16175	9
contig_1189	6813	10
contig_1191	14706	4
contig_1169	39797	3
contig_1196	6269	3
contig_1195	3262	18
contig_1170	36365	4
contig_1197	4158	7
contig_1193	4417	37
contig_1201	15284	3
contig_1200	3318	6
contig_1199	15258	5
contig_1177	41139	8
contig_1204	8194	11
contig_1209	3559	3
contig_1206	18267	3
contig_1208	4058	5
contig_1198	28588	4
contig_1211	2733	3
contig_1210	20334	3
contig_1194	3296	125
contig_1213	1416	31
contig_1219	2884	7
contig_1207	14130	17
contig_1220	3240	6
contig_1221	9555	4
contig_1222	4307	5
contig_1205	52501	3
contig_1215	14478	9
contig_1212	12984	14
contig_1224	2683	4
contig_1227	3416	14
contig_1225	21932	3
contig_1229	10729	8
contig_1214	12914	19
contig_1228	9552	5
contig_1236	13367	4
contig_1241	5123	4
contig_1223	44980	3
contig_1235	21378	4
contig_1244	3520	5
contig_1243	10916	6
contig_1240	29943	3
contig_1246	19963	3
contig_1242	29633	5
contig_1251	1683	11
contig_1218	34004	12
contig_1245	22094	4
contig_1250	5671	4
contig_1249	10522	3
contig_1248	10564	8
contig_1239	36142	6
contig_1253	4788	22
contig_1247	11684	20
contig_1264	2496	4
contig_1254	19106	4
contig_1263	7129	4
contig_1252	28085	5
contig_1267	3627	3
contig_1262	32671	4
contig_1270	5605	16
contig_1271	14284	6
contig_1269	3951	22
contig_1268	14593	4
contig_1257	36821	5
contig_1265	34995	5
contig_1278	2245	14
contig_1266	34121	3
contig_1273	12799	10
contig_1279	4100	9
contig_1274	13726	8
contig_1272	14845	11
contig_1280	15384	5
contig_1285	6258	4
contig_1281	20802	3
contig_1286	2321	4
contig_1275	22860	7
contig_1282	15884	5
contig_1292	2994	3
contig_1184	30062	66
contig_1294	2360	6
contig_1291	16084	6
contig_1295	4079	5
contig_1296	7781	4
contig_1299	5459	5
contig_1290	28705	11
contig_1300	14676	2
contig_1293	15853	15
contig_1289	56757	5
contig_1301	15224	4
contig_1306	4174	3
contig_1302	13853	3
contig_1297	44160	3
contig_1310	3604	14
contig_1298	40164	4
contig_1303	14427	9
contig_1316	3115	2
contig_1315	8990	4
contig_1319	5719	4
contig_1318	11229	4
contig_1311	16921	9
contig_1307	23947	7
contig_1320	9585	3
contig_1317	15257	8
contig_1321	27424	3
contig_1323	35894	3
contig_1332	5371	4
contig_1331	14555	6
contig_1334	2373	3
contig_1322	32879	7
contig_1312	36721	10
contig_1329	36267	4
contig_1335	5650	7
contig_1327	37419	4
contig_1330	32178	3
contig_1345	5187	3
contig_1326	34454	10
contig_1347	4142	3
contig_1341	13145	9
contig_1344	11964	8
contig_1333	42611	4
contig_1343	19121	3
contig_1346	3795	29
contig_1348	6704	5
contig_1342	17432	7
contig_1336	23295	9
contig_1352	2947	6
contig_1349	15849	7
contig_1355	4834	5
contig_1351	16800	5
contig_1354	10310	3
contig_1350	9250	17
contig_1353	13301	5
contig_1357	5349	5
contig_1359	10714	3
contig_1358	15745	4
contig_1361	6870	6
contig_1362	2721	8
contig_1360	15027	7
contig_1364	2495	7
contig_1365	3294	4
contig_1356	38955	5
contig_1363	23352	4
contig_1368	5506	3
contig_1367	7055	7
contig_1370	2943	7
contig_1369	10506	4
contig_1371	7613	3
contig_1380	3640	4
contig_1381	4261	3
contig_1366	16007	14
contig_1379	9923	5
contig_1383	5387	3
contig_1382	15559	3
contig_1378	32739	3
contig_1374	34580	5
contig_1389	2382	3
contig_1386	10337	4
contig_1392	2301	3
contig_1388	12957	7
contig_1385	22725	9
contig_1395	5709	6
contig_1384	14490	13
contig_1397	3934	8
contig_1399	3456	3
contig_1406	2499	3
contig_1391	14845	10
contig_1398	12061	3
contig_1393	38768	3
contig_1410	2351	5
contig_1409	2740	4
contig_1396	33427	3
contig_1411	2881	7
contig_1394	46587	4
contig_1408	14045	5
contig_1407	14835	8
contig_1415	11539	3
contig_1418	5117	8
contig_1419	5987	4
contig_1416	17481	5
contig_1421	8425	3
contig_1417	14512	7
contig_1422	12685	4
contig_1426	2711	6
contig_1427	3497	3
contig_1424	15363	4
contig_1429	9609	3
contig_1431	4097	6
contig_1430	8840	7
contig_1420	35652	5
contig_1432	12315	5
contig_1433	16900	3
contig_1423	39584	3
contig_1436	3531	11
contig_1434	4271	10
contig_1437	16929	3
contig_1435	13799	7
contig_1440	5680	5
contig_1438	14529	8
contig_1441	16094	4
contig_1466	8744	3
contig_1444	17050	4
contig_1439	34481	4
contig_1447	7843	4
contig_1448	6137	2
contig_1452	2840	5
contig_1449	14114	3
contig_1446	13317	7
contig_1454	9115	4
contig_1450	20125	3
contig_1455	13324	4
contig_1453	19525	8
contig_1451	33486	4
contig_1458	12639	3
contig_1459	15486	4
contig_1462	4669	5
contig_1461	9794	4
contig_1464	2539	14
contig_1465	3148	6
contig_1460	15850	4
contig_1457	15800	8
contig_1442	14485	4
contig_1468	5807	5
contig_1471	2530	6
contig_1467	14727	4
contig_1469	14375	8
contig_1470	8622	7
contig_1456	38967	6
contig_1475	6511	3
contig_1476	10101	4
contig_1472	30538	3
contig_1478	9884	5
contig_1474	31359	3
contig_1445	36714	20
contig_1483	8111	4
contig_1479	16245	4
contig_1490	2903	6
contig_1489	2809	7
contig_1485	16835	3
contig_1473	32864	7
contig_1492	5302	8
contig_1493	13539	4
contig_1477	44251	3
contig_1495	3900	31
contig_1494	5875	17
contig_1504	10529	5
contig_1501	19883	3
contig_1508	3077	6
contig_1505	8587	5
contig_1498	28843	4
contig_1491	21380	12
contig_1499	27661	4
contig_1512	9676	2
contig_1482	36875	9
contig_1515	8518	5
contig_1509	15231	8
contig_1516	7431	6
contig_1518	10929	3
contig_1506	33842	5
contig_1520	2394	15
contig_1510	11229	21
contig_1521	2365	19
contig_1527	5651	4
contig_1528	5619	6
contig_1532	7116	3
contig_1535	2652	6
contig_1519	39859	4
contig_1529	14681	5
contig_1537	6515	4
contig_1484	68203	11
contig_1525	28216	4
contig_1497	34801	18
contig_1544	15453	5
contig_1542	31735	8
contig_1547	35347	4
contig_1550	35720	3
contig_1545	41551	5
contig_1551	34409	4
contig_1549	40575	4
contig_1552	26758	6
contig_1553	7214	16
contig_1559	10989	4
contig_8	2861	4
contig_1557	5365	13
contig_1556	6539	12
contig_10	2854	2
contig_1560	5911	20
contig_21	2131	1
contig_12	823	0
contig_22	785	2
contig_1543	33118	11
contig_9	14726	7
contig_1554	36349	5
contig_28	1850	18
contig_23	32783	3
contig_30	2187	4
contig_1558	29951	11
contig_31	2748	5
contig_29	1797	24
contig_1555	36429	11
contig_27	36907	1
contig_37	7144	5
contig_34	2340	10
contig_32	11727	12
contig_38	12394	5
contig_42	555	2
contig_40	2109	0
contig_41	9161	10
contig_44	509	1
contig_47	3318	3
contig_45	1642	2
contig_36	24306	8
contig_48	1290	2
contig_49	7117	7
contig_70	7600	3
contig_67	1849	0
contig_64	6623	8
contig_71	6969	3
contig_72	3168	0
contig_1539	35193	41
contig_80	5024	0
contig_85	3780	4
contig_95	4033	1
contig_81	20411	3
contig_94	19369	3
contig_115	3964	5
contig_191	369	1
contig_101	18777	4
contig_126	1634	1
contig_125	6372	5
contig_124	11045	3
contig_128	2317	2
contig_113	6409	22
contig_135	6352	1
contig_134	6006	3
contig_142	6945	1
contig_118	33620	4
contig_143	5042	0
contig_154	625	1
contig_162	740	1
contig_156	2012	1
contig_144	463	0
contig_177	1138	0
contig_175	1219	5
contig_179	4551	1
contig_178	12392	1
contig_180	1521	0
contig_100	16640	1
contig_193	954	0
contig_182	4996	1
contig_183	10170	3
contig_203	3778	3
contig_204	6133	3
contig_210	1521	7
contig_205	3815	1
contig_211	1816	4
contig_216	5181	2
contig_217	5311	2
contig_229	4203	2
contig_218	2069	8
contig_230	1436	5
contig_247	1785	2
contig_245	636	1
contig_232	1462	2
contig_231	1543	2
contig_259	2051	1
contig_323	672	1
contig_258	2469	2
contig_261	3591	0
contig_262	5849	1
contig_273	1655	1
contig_276	3293	1
contig_274	13946	4
contig_290	1161	2
contig_278	7717	1
contig_291	481	1
contig_299	4634	5
contig_306	3484	6
contig_307	571	0
contig_309	1141	1
contig_314	525	1
contig_310	1537	1
contig_312	3447	3
contig_268	30576	8
contig_341	509	2
contig_324	1350	2
contig_248	1268	2
contig_319	744	1
contig_337	10579	2
contig_355	499	2
contig_338	16535	2
contig_358	4361	1
contig_357	993	0
contig_356	3425	12
contig_359	5190	1
contig_360	613	0
contig_362	1807	2
contig_363	639	1
contig_361	1004	0
contig_368	1071	1
contig_367	2672	1
contig_369	1456	0
contig_370	2710	1
contig_390	785	5
contig_391	625	2
contig_495	438	1
contig_499	4951	2
contig_384	12805	4
contig_385	11302	4
contig_405	12317	0
contig_423	1612	4
contig_415	6419	4
contig_430	1368	1
contig_397	37411	2
contig_406	35619	1
contig_433	498	1
contig_407	21128	1
contig_459	1169	6
contig_476	1558	2
contig_474	693	1
contig_339	36638	4
contig_479	9251	1
contig_496	775	7
contig_497	683	4
contig_494	1350	3
contig_446	38421	2
contig_379	4258	0
contig_480	17259	4
contig_503	6583	4
contig_512	748	1
contig_513	1102	2
contig_510	2613	7
contig_534	807	1
contig_524	1208	1
contig_564	1348	7
contig_542	732	0
contig_563	297	0
contig_541	3274	5
contig_538	6187	4
contig_569	2499	2
contig_570	772	1
contig_473	39757	11
contig_567	29799	1
contig_602	6040	2
contig_600	8578	3
contig_617	4931	3
contig_610	7269	0
contig_619	829	1
contig_618	2368	1
contig_623	1877	2
contig_621	742	1
contig_611	22061	3
contig_624	526	0
contig_627	527	0
contig_625	4424	5
contig_598	32306	6
contig_641	5808	1
contig_648	4595	1
contig_651	611	1
contig_652	2274	1
contig_660	818	1
contig_649	15334	2
contig_642	10666	5
contig_686	746	1
contig_685	551	2
contig_672	8944	3
contig_658	22565	3
contig_691	6319	0
contig_693	377	0
contig_673	21726	3
contig_695	950	1
contig_692	11044	4
contig_710	3022	1
contig_711	2476	3
contig_694	1269	0
contig_704	11613	3
contig_722	1282	0
contig_716	1073	0
contig_721	6651	1
contig_717	11596	1
contig_737	795	12
contig_736	7654	3
contig_738	983	5
contig_740	3664	1
contig_742	190	0
contig_741	683	2
contig_745	1446	2
contig_744	893	1
contig_739	8135	16
contig_760	985	0
contig_772	4326	3
contig_777	1598	1
contig_773	9252	0
contig_801	4928	1
contig_803	847	0
contig_802	3927	5
contig_804	1311	1
contig_790	32553	1
contig_868	1511	1
contig_869	767	1
contig_872	1305	4
contig_870	579	0
contig_866	4374	0
contig_852	13259	3
contig_795	19040	3
contig_873	4092	1
contig_865	13942	4
contig_875	654	1
contig_874	5437	6
contig_877	1406	14
contig_883	2962	1
contig_884	2607	3
contig_882	4700	3
contig_886	1185	4
contig_734	36814	14
contig_892	2610	3
contig_895	484	1
contig_902	5277	2
contig_913	573	2
contig_903	5549	1
contig_912	1969	8
contig_920	586	19
contig_918	841	29
contig_916	605	9
contig_914	1760	0
contig_930	4658	1
contig_932	4582	1
contig_934	577	0
contig_933	3792	2
contig_931	1800	0
contig_919	6596	22
contig_936	835	0
contig_937	3656	1
contig_938	1742	1
contig_994	759	2
contig_958	1059	1
contig_954	772	0
contig_983	16274	3
contig_1000	1249	0
contig_995	739	1
contig_1001	4897	1
contig_984	18736	2
contig_1038	10788	5
contig_1043	2559	0
contig_1060	5554	1
contig_1044	6634	2
contig_1071	923	1
contig_1018	37728	2
contig_1070	2758	7
contig_1061	6389	4
contig_1077	2046	3
contig_1073	1652	2
contig_1078	3065	1
contig_1108	2293	1
contig_1094	594	1
contig_1112	1886	2
contig_1109	5767	2
contig_1122	2878	0
contig_1092	32186	3
contig_1111	31091	4
contig_1178	242	0
contig_1150	22371	1
contig_1181	804	2
contig_1173	10839	2
contig_1183	2198	1
contig_1179	2082	10
contig_1182	2446	9
contig_1116	46540	3
contig_1187	2323	3
contig_1190	3799	5
contig_1188	1359	0
contig_1202	1403	7
contig_1230	1256	4
contig_1217	657	1
contig_1203	1516	5
contig_1261	6329	2
contig_1237	1592	1
contig_1276	9404	2
contig_1283	3185	2
contig_1284	4098	2
contig_1288	8516	1
contig_1304	7401	1
contig_1305	9651	1
contig_1313	7049	0
contig_1308	22984	2
contig_1337	2672	1
contig_1314	15812	2
contig_1309	29000	1
contig_1338	2648	3
contig_1373	402	1
contig_1226	33104	15
contig_1387	1074	0
contig_1401	218	2
contig_1400	1123	1
contig_1377	33484	2
contig_1403	3598	3
contig_1402	8989	4
contig_1405	5041	1
contig_1390	34954	2
contig_1443	5887	2
contig_1480	6165	2
