#seq_name	length	coverage	circular	repeat	mult	telomere	alt_group	graph_path
contig_116	2609	7	N	N	2	both	*	116
contig_117	3613	3	N	N	1	both	*	117
contig_118	10947	3	N	N	1	both	*	118
contig_119	3511	27	N	N	7	both	*	119
contig_120	4781	21	N	N	5	both	*	120
contig_121	26462	3	N	N	1	both	*	121
contig_122	56561	5	N	N	1	both	*	122
contig_123	13959	3	N	N	1	both	*	123
contig_124	6911	4	N	N	1	both	*	124
contig_125	14239	5	N	N	1	both	*	125
contig_126	18254	3	N	N	1	both	*	126
contig_127	3956	12	N	N	3	both	*	127
contig_128	15953	3	N	N	1	both	*	128
contig_129	21788	5	N	N	1	both	*	129
contig_133	3269	3	N	N	1	both	*	133
contig_134	7214	3	N	N	1	both	*	134
contig_135	27535	3	N	N	1	both	*	135
contig_136	12339	3	N	N	1	both	*	136
contig_137	13611	6	N	N	2	both	*	137
contig_138	2637	3	N	N	1	both	*	138
contig_139	2046	9	N	N	2	both	*	139
contig_140	4473	5	N	N	1	both	*	140
contig_141	7220	3	N	N	1	both	*	141
contig_142	9016	5	N	N	1	both	*	142
contig_143	7277	3	N	N	1	both	*	143
contig_144	3010	6	N	N	2	both	*	144
contig_147	12524	9	N	N	2	both	*	147
contig_150	2029	7	N	N	2	both	*	150
contig_151	2059	4	N	N	1	both	*	151
contig_152	10358	8	N	N	2	both	*	152
contig_153	6727	3	N	N	1	both	*	153
contig_154	10617	3	N	N	1	both	*	154
contig_155	3091	13	N	N	3	both	*	155
contig_156	2293	3	N	N	1	both	*	156
contig_157	28512	3	N	N	1	both	*	157
contig_158	14456	3	N	N	1	both	*	158
contig_159	28182	3	N	N	1	both	*	159
contig_160	10271	7	N	N	2	both	*	160
contig_161	27379	3	N	N	1	both	*	161
contig_162	12351	8	N	N	2	left	*	162,-163
contig_165	13735	3	N	N	1	both	*	165
contig_166	2414	3	N	N	1	both	*	166
contig_167	9667	3	N	N	1	both	*	167
contig_171	15005	3	N	N	1	both	*	171
contig_172	3246	3	N	N	1	both	*	172
contig_173	10442	3	N	N	1	both	*	173
contig_174	2104	14	N	N	4	both	*	174
contig_175	30820	3	N	N	1	both	*	175
contig_176	3181	3	N	N	1	both	*	176
contig_177	14673	3	N	N	1	both	*	177
contig_178	5141	3	N	N	1	both	*	178
contig_179	35473	3	N	N	1	both	*	179
contig_180	36812	3	N	N	1	both	*	180
contig_181	36348	3	N	N	1	both	*	181
contig_182	2822	3	N	N	1	both	*	182
contig_183	5658	4	N	N	1	both	*	183
contig_184	4908	3	N	N	1	both	*	184
contig_187	11223	4	N	N	1	both	*	187
contig_188	7663	6	N	N	2	both	*	188
contig_189	7589	3	N	N	1	both	*	189
contig_190	5064	3	N	N	1	both	*	190
contig_191	31217	3	N	N	1	both	*	191
contig_192	4808	3	N	N	1	both	*	192
contig_193	5246	3	N	N	1	both	*	193
contig_194	12881	4	N	N	1	both	*	194
contig_195	14694	4	N	N	1	both	*	195
contig_196	2308	12	N	N	3	both	*	196
contig_197	13860	3	N	N	1	both	*	197
contig_198	7396	4	N	N	1	both	*	198
contig_199	4970	3	N	N	1	both	*	199
contig_200	4194	4	N	N	1	both	*	200
contig_201	20990	3	N	N	1	both	*	201
contig_202	10758	3	N	N	1	both	*	202
contig_203	21797	3	N	N	1	both	*	203
contig_204	9354	6	N	N	2	both	*	204
contig_205	3091	114	N	N	29	both	*	205
contig_206	3130	19	N	N	5	both	*	206
contig_207	3048	3	N	N	1	both	*	207
contig_208	15410	5	N	N	1	both	*	208
contig_209	2038	3	N	N	1	both	*	209
contig_210	12397	5	N	N	1	both	*	210
contig_211	13330	4	N	N	1	both	*	211
contig_212	9184	3	N	N	1	both	*	212
contig_213	16971	3	N	N	1	both	*	213
contig_214	7851	4	N	N	1	both	*	214
contig_215	11115	3	N	N	1	both	*	215
contig_216	14130	4	N	N	1	both	*	216
contig_217	5058	4	N	N	1	both	*	217
contig_218	6840	3	N	N	1	both	*	218
contig_219	5974	3	N	N	1	both	*	219
contig_220	4800	4	N	N	1	both	*	220
contig_221	3203	4	N	N	1	both	*	221
contig_222	12292	3	N	N	1	both	*	222
contig_223	10154	3	N	N	1	both	*	223
contig_224	14389	9	N	N	2	both	*	224
contig_225	4400	3	N	N	1	both	*	225
contig_226	8654	4	N	N	1	both	*	226
contig_227	2879	3	N	N	1	both	*	227
contig_228	2354	15	N	N	4	both	*	228
contig_229	2768	6	N	N	2	both	*	229
contig_230	9784	4	N	N	1	both	*	230
contig_231	2760	4	N	N	1	both	*	231
contig_232	11310	3	N	N	1	both	*	232
contig_234	2753	3	N	N	1	both	*	234
contig_237	2296	3	N	N	1	both	*	237
contig_238	17558	3	N	N	1	both	*	238
contig_239	7103	3	N	N	1	both	*	239
contig_240	5594	3	N	N	1	both	*	240
contig_241	3470	3	N	N	1	both	*	241
contig_242	2957	6	N	N	2	both	*	242
contig_243	14811	5	N	N	1	both	*	243
contig_244	14404	4	N	N	1	both	*	244
contig_245	19686	5	N	N	1	both	*	245
contig_246	14416	4	N	N	1	both	*	246
contig_247	14811	4	N	N	1	both	*	247
contig_248	19446	3	N	N	1	both	*	248
contig_249	8969	3	N	N	1	both	*	249
contig_250	14547	3	N	N	1	both	*	250
contig_251	15470	3	N	N	1	both	*	251
contig_252	2536	5	N	N	1	both	*	252
contig_253	4582	3	N	N	1	both	*	253
contig_254	10281	5	N	N	1	both	*	254
contig_255	15749	3	N	N	1	both	*	255
contig_256	16114	3	N	N	1	both	*	256
contig_257	5133	3	N	N	1	both	*	257
contig_258	2606	4	N	N	1	both	*	258
contig_259	13857	5	N	N	1	both	*	259
contig_260	6849	5	N	N	1	both	*	260
contig_261	14343	3	N	N	1	both	*	261
contig_262	2234	3	N	N	1	both	*	262
contig_263	2560	5	N	N	1	both	*	263
contig_264	44993	3	N	N	1	both	*	264
contig_265	3505	3	N	N	1	both	*	265
contig_266	4227	10	N	N	3	both	*	266
contig_267	12002	11	N	N	3	both	*	267
contig_268	4298	3	N	N	1	both	*	268
contig_269	4795	5	N	N	1	both	*	269
contig_270	13988	4	N	N	1	both	*	270
contig_271	20565	6	N	N	2	both	*	271
contig_272	4693	3	N	N	1	both	*	272
contig_273	7866	4	N	N	1	both	*	273
contig_274	2268	4	N	N	1	both	*	274
contig_275	37482	5	N	N	1	both	*	275
contig_276	2637	4	N	N	1	both	*	276
contig_277	7567	3	N	N	1	both	*	277
contig_278	16962	13	N	N	3	both	*	278
contig_279	2483	3	N	N	1	both	*	279
contig_280	8219	6	N	N	2	both	*	280
contig_281	2587	3	N	N	1	both	*	281
contig_282	5377	3	N	N	1	both	*	282
contig_283	2658	6	N	N	2	both	*	283
contig_284	12412	3	N	N	1	both	*	284
contig_285	28553	3	N	N	1	both	*	285
contig_286	3601	3	N	N	1	both	*	286
contig_287	16835	4	N	N	1	both	*	287
contig_288	23676	3	N	N	1	both	*	288
contig_289	11913	3	N	N	1	both	*	289
contig_290	29854	3	Y	N	1	none	*	290
contig_291	26799	5	Y	N	1	none	*	291
contig_293	5868	5	Y	N	1	none	*	293
contig_294	36644	3	Y	N	1	none	*	294
contig_296	17533	3	N	N	1	both	*	296
contig_297	3176	7	N	N	2	both	*	297
contig_299	7394	6	Y	N	2	none	*	299
contig_300	26819	14	N	N	4	both	*	300
contig_301	33029	5	Y	N	1	none	*	301
contig_302	29282	4	Y	N	1	none	*	302
contig_303	34669	7	Y	N	2	none	*	303
contig_305	7220	7	Y	N	2	none	*	305
contig_306	36517	19	Y	N	5	none	*	306
contig_307	9747	6	Y	N	2	none	*	307
contig_11	1027	3	N	Y	1	both	40	11
contig_12	1618	6	N	Y	2	both	40	12
contig_25	16326	9	N	Y	2	both	42	25
contig_26	15031	10	N	Y	3	both	42	26
contig_40	1276	4	N	Y	1	left	44	40
contig_41	1333	10	N	Y	3	left	44	41
contig_42	26016	4	N	Y	1	both	44	42
contig_43	22506	4	N	Y	1	right	44	43
contig_44	2271	5	N	Y	1	both	46	44
contig_45	2470	6	N	Y	2	both	46	45
contig_65	29297	1	Y	Y	1	none	*	65
contig_70	31836	2	N	Y	1	none	*	70
contig_71	1125	3	Y	Y	1	none	2	71
contig_91	7115	1	N	Y	1	both	10	91
contig_92	7149	2	N	Y	1	both	10	92
contig_95	5032	11	N	Y	3	both	48	95
contig_97	1078	8	N	Y	2	both	50	97
contig_98	2871	3	N	Y	1	left	50	98
contig_99	642	3	N	Y	1	right	50	99
contig_100	795	6	N	Y	2	none	50	100
contig_101	3879	12	N	Y	3	right	50	101
contig_102	764	10	N	Y	3	left	52	102
contig_103	12567	2	N	Y	1	both	52	103
contig_104	11768	2	N	Y	1	right	52	104
contig_105	6613	3	N	Y	1	none	52	105
contig_106	3638	1	N	Y	1	left	52	106
contig_107	4811	10	N	Y	3	right	52	107
contig_130	12063	2	N	Y	1	both	54	130
contig_131	14149	1	N	Y	1	both	54	131
contig_132	34207	1	Y	Y	1	none	*	132
contig_145	5118	6	N	Y	2	both	58	145
contig_146	4917	3	N	Y	1	both	58	146
contig_148	1035	3	N	Y	1	both	56	148
contig_149	1044	7	N	Y	2	both	56	149
contig_163	12589	2	N	Y	1	none	*	163
contig_164	29138	1	Y	Y	1	none	*	164
contig_168	541	6	N	Y	2	both	60	168
contig_169	1532	2	N	Y	1	both	60	169
contig_170	33821	2	Y	Y	1	none	*	170
contig_185	3654	7	N	Y	2	both	62	185
contig_186	3662	10	N	Y	3	both	62	186
contig_233	34978	1	Y	Y	1	none	*	233
contig_235	42931	2	N	Y	1	left	*	235
contig_236	6188	1	N	Y	1	none	*	236
contig_292	33424	2	Y	Y	1	none	*	292
contig_295	1742	15	N	Y	4	left	50	295
contig_298	33678	1	Y	Y	1	none	*	298
contig_304	6135	2	Y	Y	1	none	*	304
