#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_553	37946	5	N	N	1	*	*,553,*
contig_593	37748	4	N	N	1	*	*,593,*
contig_854	37646	3	N	N	1	*	*,854,*
contig_775	37594	9	N	N	2	*	*,775,*
contig_929	37442	16	N	N	2	*	*,929,*
contig_1327	37419	4	N	N	1	*	*,1327,*
contig_576	37416	4	N	N	1	*	*,576,*
contig_1136	37294	15	Y	N	3	*	1136
contig_1107	36946	8	N	N	1	*	*,1107,*
contig_213	36935	6	N	N	1	*	*,213,*
contig_66	36915	10	N	N	2	*	*,66,*
contig_543	36904	5	N	N	1	*	*,543,*
contig_1482	36875	9	N	N	2	*	1482,97
contig_382	36833	6	Y	N	1	*	382
contig_1257	36821	5	Y	N	1	*	1257
contig_734	36814	14	Y	Y	2	*	734
contig_1312	36721	10	N	N	1	*	*,1312,*
contig_1445	36714	20	Y	N	4	*	1445
contig_339	36638	4	Y	Y	2	*	339
contig_215	36484	6	Y	N	1	*	215
contig_1042	36454	3	N	N	1	*	*,1042,*
contig_1555	36429	11	Y	N	1	*	1555
contig_1170	36365	4	N	N	1	*	*,1170,*
contig_1554	36349	5	Y	N	1	*	1554
contig_1007	36319	6	N	N	1	*	*,1007,*
contig_1329	36267	4	N	N	1	*	*,1328,1328,1329,*
contig_1239	36142	6	N	N	1	*	*,1239,*
contig_751	36103	6	N	N	1	*	*,751,*
contig_1323	35894	3	Y	N	1	*	1323
contig_1057	35778	3	N	N	1	*	*,1057,*
contig_1550	35720	3	Y	N	1	*	1550
contig_1420	35652	5	N	N	1	*	*,1420,*
contig_856	35606	7	Y	N	1	*	856
contig_271	35503	7	Y	N	1	*	271
contig_1547	35347	4	Y	N	1	*	1547
contig_531	35272	5	Y	N	1	*	531
contig_1539	35193	41	Y	N	8	*	1539
contig_961	35062	3	N	N	1	*	*,961,*
contig_99	35015	4	Y	N	1	*	99
contig_1265	34995	5	N	N	1	*	*,1265,*
contig_1497	34801	18	Y	N	3	*	1497
contig_612	34627	3	N	N	1	*	*,612,*
contig_421	34608	4	N	N	1	*	*,421,*
contig_1374	34580	5	Y	N	1	*	1374
contig_799	34524	4	N	N	1	*	*,799,*
contig_939	34501	5	N	N	1	*	*,939,*
contig_1439	34481	4	N	N	1	*	*,1439,*
contig_1326	34454	10	N	N	2	*	*,1326,*
contig_1551	34409	4	N	N	1	*	*,1551,*
contig_189	34390	5	N	N	1	*	*,-1053,-194,189,473
contig_536	34338	7	Y	N	1	*	536
contig_811	34326	5	N	N	1	*	*,811,*
contig_1266	34121	3	N	N	1	*	*,1266,*
contig_511	34032	8	Y	N	1	*	511
contig_1496	34012	4	Y	Y	1	*	1496
contig_1218	34004	12	N	N	2	*	*,1218,*
contig_978	33844	4	N	N	1	*	*,978,*
contig_1506	33842	5	Y	N	1	*	1506
contig_632	33695	5	Y	N	1	*	632
contig_118	33620	4	Y	Y	2	*	118
contig_342	33547	5	Y	N	1	*	342
contig_1451	33486	4	N	N	1	*	*,1451,*
contig_413	33462	4	N	N	1	*	*,413,*
contig_1396	33427	3	N	N	1	*	*,1396,*
contig_110	33382	7	Y	N	1	*	110
contig_1543	33118	11	Y	N	1	*	1543
contig_1226	33104	15	N	Y	2	*	1226
contig_921	33084	39	Y	N	7	*	921
contig_1322	32879	7	Y	N	1	*	1322
contig_1473	32864	7	N	N	1	*	*,1473,*
contig_23	32783	3	N	Y	1	*	23
contig_1378	32739	3	N	N	1	*	1377,1378,*
contig_1262	32671	4	N	N	1	*	*,1262,*
contig_174	32589	5	Y	N	1	*	174
contig_598	32306	6	N	Y	1	*	*,598
contig_1092	32186	3	Y	Y	1	*	1092
contig_1330	32178	3	N	N	1	*	*,1330,*
contig_74	31866	4	N	N	1	*	*,74,*
contig_1542	31735	8	Y	N	1	*	1542
contig_138	31528	5	N	N	1	*	*,138,*
contig_1474	31359	3	N	N	1	*	*,1474,*
contig_1101	31229	3	N	N	1	*	*,1101,*
contig_1111	31091	4	Y	Y	1	*	1111
contig_246	31026	6	Y	N	1	*	246
contig_185	31011	4	N	N	1	*	-473,-187,185,*
contig_152	30797	16	N	N	3	*	*,151,151,151,152,160,161,*
contig_268	30576	8	N	Y	1	*	268
contig_1472	30538	3	N	N	1	*	*,1472,*
contig_713	30202	3	N	N	1	*	*,713,*
contig_779	30156	6	N	N	1	*	*,779,*
contig_1184	30062	66	N	N	12	*	*,1184,*
contig_1160	30024	7	Y	N	1	*	1160
contig_308	29995	5	N	N	1	*	*,308,*
contig_1558	29951	11	Y	N	2	*	1558
contig_1240	29943	3	N	N	1	*	*,1240,*
contig_256	29740	5	Y	N	1	*	256
contig_140	29706	4	Y	N	1	*	140
contig_105	29683	7	Y	N	1	*	105
contig_1019	29669	9	Y	N	1	*	1019
contig_1242	29633	5	N	N	1	*	*,1242,*
contig_285	29409	6	N	N	1	*	*,-299,285,1533,*
contig_1498	28843	4	N	N	1	*	*,1498,*
contig_344	28726	3	N	N	1	*	*,344,*
contig_1290	28705	11	N	N	1	*	*,1290,*
contig_327	28676	9	N	N	1	*	*,327,331,*
contig_646	28667	4	N	N	1	*	*,646,-1514,*
contig_1198	28588	4	N	N	1	*	*,1198,*
contig_727	28532	4	N	N	1	*	*,727,*
contig_676	28407	7	N	N	1	*	*,676,*
contig_1525	28216	4	N	N	1	*	*,1525,*
contig_701	28136	19	N	N	3	*	*,701,-690,-689,*
contig_1252	28085	5	N	N	1	*	*,1252,*
contig_522	28058	5	N	N	1	*	*,522,*
contig_1119	28019	5	N	N	1	*	*,1119,*
contig_546	27902	9	N	N	1	*	*,546,*
contig_1155	27817	5	Y	N	1	*	1155
contig_120	27677	5	N	N	1	*	*,120,*
contig_1499	27661	4	N	N	1	*	*,1499,*
contig_1321	27424	3	N	N	1	*	*,1321,*
contig_539	27353	3	N	N	1	*	*,539,*
contig_839	27235	5	N	N	1	*	*,839,*
contig_1552	26758	6	Y	N	1	*	1552
contig_168	26659	4	Y	N	1	*	168
contig_16	26548	4	N	N	1	*	*,16,*
contig_1165	26465	3	N	N	1	*	*,1165,*
contig_907	26414	5	N	N	1	*	*,907,*
contig_139	26146	12	N	N	2	*	*,139,*
contig_555	26083	6	N	N	1	*	*,555,*
contig_952	26026	4	N	N	1	*	*,952,*
contig_412	25935	3	N	N	1	*	*,412,*
contig_515	25675	5	N	N	1	*	*,515,*
contig_78	25643	4	N	N	1	*	*,78,*
contig_24	25396	8	N	N	1	*	23,24,675,*
contig_582	25252	3	N	N	1	*	*,582,*
contig_416	25060	6	N	N	1	*	*,416,*
contig_551	25014	5	N	N	1	*	*,551,*
contig_426	24888	6	N	N	1	*	*,426,*
contig_993	24859	3	N	N	1	*	*,993,*
contig_614	24770	7	N	N	1	*	*,614,*
contig_298	24522	4	N	N	1	*	*,298,299,*
contig_284	24436	4	N	N	1	*	*,284,*
contig_36	24306	8	N	Y	1	*	36
contig_974	24279	9	N	N	2	*	*,974,*
contig_943	24175	6	N	N	1	*	*,943,*
contig_1307	23947	7	N	N	1	*	*,1307,*
contig_1028	23869	3	N	N	1	*	*,1028,*
contig_483	23552	5	N	N	1	*	*,483,*
contig_909	23404	5	N	N	1	*	*,909,*
contig_1363	23352	4	N	N	1	*	*,1363,*
contig_1336	23295	9	N	N	1	*	*,1336,*
contig_1095	23180	4	N	N	1	*	*,1095,*
contig_669	23164	6	N	N	1	*	*,669,*
contig_1134	23082	4	N	N	1	*	*,1134,*
contig_680	23059	4	N	N	1	*	*,680,*
contig_1275	22860	7	N	N	1	*	*,1275,*
contig_705	22747	3	N	N	1	*	*,705,*
contig_1385	22725	9	N	N	1	*	*,1385,*
contig_900	22701	6	N	N	1	*	*,900,*
contig_658	22565	3	N	Y	1	*	*,658
contig_858	22519	4	N	N	1	*	*,858,*
contig_1245	22094	4	N	N	1	*	*,1245,*
contig_611	22061	3	N	Y	1	520	*,611,*
contig_1225	21932	3	N	N	1	*	*,1225,*
contig_831	21922	5	N	N	1	*	*,831,*
contig_572	21856	6	N	N	1	*	*,572,*
contig_645	21783	4	N	N	1	*	*,645,*
contig_673	21726	3	N	Y	1	*	673
contig_608	21620	6	N	N	1	*	*,608,*
contig_1118	21402	4	N	N	1	*	*,1118,*
contig_1491	21380	12	N	N	2	*	*,1491,*
contig_1235	21378	4	N	N	1	*	*,1235,*
contig_5	21271	4	N	N	1	*	*,5
contig_186	21189	7	N	N	1	*	-473,-187,186,-473
contig_111	21074	5	N	N	1	*	*,111,*
contig_560	21000	5	N	N	1	*	*,560,*
contig_1488	20921	5	N	Y	1	418	*,1488
contig_861	20918	4	N	N	1	*	*,861,*
contig_1281	20802	3	N	N	1	*	*,1281,*
contig_599	20781	6	N	N	1	*	*,599,*
contig_574	20624	3	N	N	1	*	*,574,*
contig_746	20454	4	N	N	1	*	*,746,*
contig_81	20411	3	N	Y	1	406	*,81,*
contig_1210	20334	3	N	N	1	*	*,1210,*
contig_206	20220	5	N	N	1	*	*,206,*
contig_288	20192	9	N	N	1	*	*,288,*
contig_1450	20125	3	N	N	1	*	*,1450,*
contig_1081	20092	7	N	N	1	*	*,-1533,1081,1226
contig_1246	19963	3	N	N	1	*	*,1246,*
contig_443	19928	6	N	N	1	*	*,443,*
contig_1501	19883	3	N	N	1	*	*,1501,*
contig_481	19750	3	N	N	1	*	*,481,*
contig_1453	19525	8	N	N	1	*	*,1453,*
contig_568	19502	4	N	N	1	*	*,568,*
contig_776	19444	4	N	N	1	*	*,776,*
contig_94	19369	3	N	Y	1	*	94,*
contig_990	19323	3	N	N	1	*	*,990,*
contig_207	19172	3	N	N	1	*	*,207,*
contig_1343	19121	3	N	N	1	*	*,1343,*
contig_1254	19106	4	N	N	1	*	*,1254,*
contig_795	19040	3	N	Y	1	692	*,795,*
contig_425	18912	3	N	N	1	*	*,425,*
contig_101	18777	4	N	Y	1	410	*,101,*
contig_1034	18402	3	N	N	1	*	*,1034,*
contig_550	18386	5	N	N	1	*	*,550,*
contig_982	18345	6	N	N	1	*	*,982,*
contig_1031	18289	4	N	N	1	*	*,1031,*
contig_595	18280	4	N	N	1	*	*,595,*
contig_1206	18267	3	N	N	1	*	*,1206,*
contig_18	17994	5	N	N	1	*	*,18,*
contig_1163	17919	5	N	N	1	*	*,1163,*
contig_491	17903	5	N	N	1	*	*,491,*
contig_785	17900	3	N	N	1	*	*,785,*
contig_577	17673	3	N	N	1	*	*,577,*
contig_461	17655	4	N	N	1	*	*,461,*
contig_523	17570	4	N	N	1	*	*,523,*
contig_1058	17568	3	N	N	1	*	*,1058,*
contig_1416	17481	5	N	N	1	*	*,1416,*
contig_1342	17432	7	N	N	1	*	*,1342,*
contig_346	17307	7	N	N	1	*	*,346,*
contig_966	17291	5	N	N	1	*	*,966,*
contig_480	17259	4	N	Y	1	504	*,480,*
contig_698	17256	4	N	N	1	*	*,698,*
contig_840	17194	3	N	N	1	*	*,840,*
contig_1444	17050	4	N	N	1	*	*,1444,*
contig_1437	16929	3	N	N	1	*	*,1437,*
contig_591	16927	6	N	N	1	*	*,591,*
contig_1311	16921	9	N	N	1	*	*,1311,*
contig_1433	16900	3	N	N	1	*	*,1433,*
contig_1026	16895	5	N	N	1	*	*,1026,*
contig_493	16876	13	N	N	1	*	*,493,*
contig_1485	16835	3	N	N	1	*	*,1485,*
contig_1351	16800	5	N	N	1	*	*,1351,*
contig_104	16758	43	N	N	8	*	*,104,*
contig_1166	16744	3	N	N	1	*	*,1166,*
contig_860	16677	6	N	N	1	*	*,860,*
contig_202	16673	12	N	N	2	*	*,202,*
contig_130	16647	8	N	N	1	*	*,130,*
contig_108	16635	12	N	N	2	*	*,108,*
contig_549	16570	10	N	N	1	*	*,549,*
contig_102	16498	3	N	N	1	*	*,102,*
contig_945	16491	4	N	N	1	*	*,945,*
contig_103	16445	9	N	N	2	*	*,103,*
contig_114	16419	44	N	N	8	*	*,114,*
contig_1087	16341	6	N	N	1	*	*,1087,*
contig_296	16336	8	N	N	1	*	*,296,*
contig_983	16274	3	Y	Y	1	*	983
contig_1479	16245	4	N	N	1	*	*,1479,*
contig_1175	16175	9	N	N	1	*	*,1175,*
contig_75	16120	4	N	N	1	*	*,75,*
contig_1441	16094	4	N	N	1	*	*,1441,*
contig_1291	16084	6	N	N	1	*	*,1291,*
contig_504	16053	5	N	N	1	*	*,504,*
contig_1151	16042	6	N	N	1	*	*,1151,*
contig_169	16030	4	N	N	1	*	*,169,*
contig_1366	16007	14	N	N	2	*	*,1366,*
contig_96	15996	3	N	N	1	*	*,96,-673
contig_514	15976	8	N	N	1	*	*,514,*
contig_462	15952	5	N	N	1	*	*,462,*
contig_93	15925	4	N	N	1	*	*,93,*
contig_1082	15906	10	N	N	2	*	*,1082,*
contig_1033	15904	7	N	N	1	*	*,1033,*
contig_1282	15884	5	N	N	1	*	*,1282,*
contig_1293	15853	15	N	N	3	*	*,1293,*
contig_1460	15850	4	N	N	1	*	*,1460,*
contig_1349	15849	7	N	N	1	*	*,1349,*
contig_1457	15800	8	N	N	1	*	*,1457,*
contig_1088	15786	8	N	N	2	*	*,1088,*
contig_109	15785	6	N	N	1	*	*,109,*
contig_1358	15745	4	N	N	1	*	*,1358,*
contig_506	15729	3	N	N	1	*	*,506,*
contig_926	15689	7	N	N	1	*	*,926,*
contig_466	15678	7	Y	N	1	*	466
contig_400	15595	4	N	N	1	*	*,400,*
contig_1382	15559	3	N	N	1	*	*,1382,*
contig_1148	15547	5	N	N	1	*	*,1148,*
contig_468	15542	4	N	N	1	*	*,468,*
contig_613	15491	3	N	N	1	*	*,613,*
contig_1459	15486	4	N	N	1	*	*,1459,*
contig_844	15479	5	N	N	1	*	*,844,*
contig_264	15476	4	N	N	1	*	*,264,*
contig_1544	15453	5	N	N	1	*	*,1544,*
contig_377	15428	4	N	N	1	*	*,377,*
contig_880	15420	5	N	N	1	*	*,880,*
contig_1280	15384	5	N	N	1	*	*,1280,*
contig_1424	15363	4	N	N	1	*	*,1424,*
contig_292	15361	11	N	N	2	*	*,292,*
contig_763	15341	3	N	N	1	*	*,763,*
contig_812	15334	10	N	N	2	*	*,812,*
contig_388	15332	6	N	N	1	*	*,388,*
contig_1104	15323	3	N	N	1	*	*,1104,*
contig_1201	15284	3	N	N	1	*	*,1201,*
contig_90	15282	8	N	N	1	*	*,90,*
contig_464	15280	10	N	N	2	*	*,464,*
contig_1199	15258	5	N	N	1	*	*,1199,*
contig_1317	15257	8	N	N	1	*	*,1317,*
contig_501	15247	6	N	N	1	*	*,501,*
contig_1509	15231	8	N	N	1	*	*,1509,*
contig_1301	15224	4	N	N	1	*	*,1301,*
contig_395	15216	3	N	N	1	*	*,395,*
contig_946	15200	3	N	N	1	*	*,946,*
contig_304	15161	3	N	N	1	*	*,304,*
contig_343	15154	7	N	N	1	*	*,343,*
contig_1021	15099	14	N	N	2	*	*,1021,*
contig_1079	15032	4	N	N	1	*	*,1079,*
contig_1360	15027	7	N	N	1	*	*,1360,*
contig_683	15015	3	N	N	1	*	*,683,*
contig_89	14969	4	N	N	1	*	*,89,*
contig_557	14916	6	N	N	1	*	*,557,*
contig_910	14878	10	N	N	2	*	*,910,*
contig_1272	14845	11	N	N	2	*	*,1272,*
contig_1391	14845	10	N	N	1	*	*,1391,*
contig_1407	14835	8	N	N	1	*	*,1407,*
contig_654	14835	4	N	N	1	*	*,654,*
contig_398	14834	4	N	N	1	*	*,398,*
contig_977	14816	6	N	N	1	*	*,977,*
contig_897	14788	3	N	N	1	*	*,897,*
contig_1010	14766	3	N	N	1	*	*,1010,*
contig_98	14750	3	N	N	1	*	*,98,*
contig_791	14739	3	N	N	1	*	*,791,*
contig_1467	14727	4	N	N	1	*	*,1467,*
contig_9	14726	7	N	Y	1	*	9,*
contig_731	14719	4	N	N	1	*	*,731,*
contig_1191	14706	4	N	N	1	*	*,1191,*
contig_257	14699	4	N	N	1	*	*,257,*
contig_1529	14681	5	Y	N	1	*	1529
contig_766	14661	5	N	N	1	*	*,766,*
contig_972	14650	6	N	N	1	*	*,972,*
contig_969	14630	4	N	N	1	*	*,969,*
contig_720	14626	6	N	N	1	*	*,720,*
contig_253	14598	11	N	N	2	*	*,253,*
contig_1268	14593	4	N	N	1	*	*,1268,*
contig_633	14563	6	N	N	1	*	*,633,*
contig_1331	14555	6	N	N	1	*	*,1331,*
contig_1438	14529	8	N	N	1	*	*,1438,*
contig_1097	14525	3	N	N	1	*	*,1097,*
contig_1417	14512	7	N	N	1	*	*,1417,*
contig_1384	14490	13	N	N	2	*	*,1384,*
contig_1442	14485	4	N	N	1	*	*,1442,*
contig_1215	14478	9	N	N	1	*	*,1215,*
contig_6	14478	3	N	N	1	*	*,6,*
contig_199	14474	4	N	N	1	*	*,199,*
contig_428	14469	4	N	N	1	*	*,428,*
contig_1303	14427	9	N	N	1	*	*,1303,*
contig_1024	14400	17	N	N	2	*	*,1024,*
contig_1469	14375	8	N	N	1	*	*,1469,*
contig_266	14299	8	N	N	1	*	*,266,*
contig_573	14293	5	N	N	1	*	*,573,*
contig_286	14288	4	N	N	1	*	*,286,*
contig_1271	14284	6	N	N	1	*	*,1271,*
contig_1040	14240	4	N	N	1	*	*,1040,*
contig_986	14233	7	N	N	1	*	*,986,*
contig_1080	14146	10	N	N	1	*	*,1080,*
contig_438	14136	3	N	N	1	*	*,438,*
contig_1207	14130	17	N	N	3	*	*,1207,*
contig_1449	14114	3	N	N	1	*	*,1449,*
contig_959	14108	3	N	N	1	*	*,959,*
contig_584	14106	3	N	N	1	*	*,584,*
contig_265	14074	7	N	N	1	*	*,265,*
contig_696	14063	4	N	N	1	*	*,696,*
contig_1408	14045	5	N	N	1	*	*,1408,*
contig_780	14027	6	N	N	1	*	*,780,*
contig_996	13992	4	N	N	1	*	*,996,*
contig_274	13946	4	N	Y	1	456	*,274,*
contig_865	13942	4	N	Y	1	592	865,*
contig_901	13928	3	N	N	1	*	*,901,*
contig_1302	13853	3	N	N	1	*	*,1302,*
contig_188	13826	4	N	N	1	*	*,188,*
contig_558	13811	11	N	N	1	*	*,558,*
contig_718	13809	3	N	N	1	*	*,718,*
contig_469	13802	9	N	N	1	*	*,469,*
contig_1435	13799	7	N	N	1	*	*,1435,*
contig_1274	13726	8	N	N	1	*	*,1274,*
contig_911	13592	6	N	N	1	*	*,911,*
contig_659	13590	3	N	N	1	*	*,658,659,*
contig_60	13569	6	N	N	1	*	*,60,*
contig_1153	13553	6	N	N	1	*	*,1153,*
contig_1493	13539	4	Y	N	1	*	1493
contig_1161	13423	4	N	N	1	*	*,1161,*
contig_1236	13367	4	N	N	1	*	*,1236,*
contig_225	13356	3	N	N	1	*	*,225,*
contig_1455	13324	4	N	N	1	*	*,1455,*
contig_1446	13317	7	N	N	1	*	*,1446,*
contig_1020	13312	19	N	N	2	*	*,1020,*
contig_283	13311	3	N	N	1	*	*,283,*
contig_1353	13301	5	N	N	1	*	*,1353,*
contig_528	13278	6	N	N	1	*	*,528,*
contig_699	13274	4	N	N	1	*	*,699,*
contig_852	13259	3	N	Y	1	588	*,852,*
contig_820	13230	12	N	N	1	*	*,820,*
contig_826	13223	10	N	N	1	*	*,826,*
contig_653	13188	3	N	N	1	*	*,653,*
contig_1341	13145	9	N	N	1	*	*,1341,*
contig_222	13066	6	N	N	1	*	*,222,*
contig_1115	13060	4	N	N	1	*	*,1115,*
contig_302	13036	5	N	N	1	*	*,302,*
contig_1048	13007	9	N	N	1	*	*,1048,*
contig_1212	12984	14	N	N	2	*	*,1212,*
contig_1388	12957	7	N	N	1	*	*,1388,*
contig_835	12932	10	N	N	1	*	*,835,*
contig_1214	12914	19	N	N	4	*	*,1214,*
contig_1055	12907	4	N	N	1	*	*,1055,*
contig_953	12874	3	N	N	1	*	*,953,*
contig_1046	12857	10	N	N	2	*	*,1046,*
contig_979	12840	4	N	N	1	*	*,979,*
contig_384	12805	4	N	Y	1	490	*,384,*
contig_1273	12799	10	N	N	1	*	*,1273,*
contig_303	12736	4	N	N	1	*	*,303,*
contig_91	12705	3	N	N	1	*	*,91,*
contig_597	12689	6	N	N	1	*	*,597,*
contig_1422	12685	4	N	N	1	*	*,1422,*
contig_1458	12639	3	N	N	1	*	*,1458,*
contig_401	12604	4	N	N	1	*	*,401,*
contig_684	12591	8	N	N	2	*	*,684,*
contig_488	12568	4	N	N	1	*	*,488,*
contig_83	12556	12	N	N	1	*	*,83,*
contig_566	12458	9	N	N	2	*	*,566,*
contig_7	12441	6	N	N	1	*	*,7,*
contig_38	12394	5	N	Y	1	398	38
contig_1432	12315	5	N	N	1	*	*,1432,*
contig_1154	12314	3	N	N	1	*	*,1154,*
contig_389	12304	4	N	N	1	*	*,389,*
contig_305	12285	4	N	N	1	*	*,305,*
contig_297	12257	7	N	N	1	*	*,297,*
contig_1099	12200	3	N	N	1	*	*,1099,*
contig_1032	12196	6	N	N	1	*	*,1032,*
contig_881	12193	3	N	N	1	*	*,881,*
contig_973	12142	3	N	N	1	*	*,973,*
contig_940	12113	4	N	N	1	*	*,940,*
contig_863	12093	8	N	N	1	*	*,863,*
contig_755	12071	3	N	N	1	*	*,755,*
contig_1398	12061	3	N	N	1	*	*,1398,*
contig_1052	12060	3	N	N	1	*	*,1052,*
contig_1164	12042	6	N	N	1	*	*,1164,*
contig_650	12002	3	N	N	1	*	*,650,*
contig_1069	11966	3	N	N	1	*	*,1069,*
contig_1344	11964	8	N	N	1	*	*,1344,*
contig_381	11931	4	N	N	1	*	*,381,*
contig_417	11917	7	N	N	1	*	*,417,*
contig_465	11879	4	N	N	1	*	*,465,*
contig_758	11820	22	N	N	4	*	*,758,*
contig_989	11818	9	N	N	1	*	*,989,*
contig_352	11774	4	N	N	1	*	*,352,*
contig_32	11727	12	N	Y	4	398	32
contig_1162	11726	3	N	N	1	*	*,1162,*
contig_1247	11684	20	N	N	4	*	*,1247,*
contig_508	11642	4	N	N	1	*	*,508,*
contig_704	11613	3	N	Y	1	564	*,704
contig_671	11576	4	N	N	1	*	*,671,*
contig_442	11556	3	N	N	1	*	*,442,*
contig_1415	11539	3	N	N	1	*	*,1415,*
contig_899	11485	24	N	N	4	*	*,899,*
contig_998	11404	16	N	N	3	*	*,998,*
contig_385	11302	4	N	Y	1	490	*,385
contig_487	11298	5	N	N	1	*	*,487,*
contig_1318	11229	4	N	N	1	*	*,1318,*
contig_1510	11229	21	N	N	4	*	*,1510,*
contig_485	11207	8	N	N	1	*	*,485,*
contig_209	11202	3	N	N	1	*	*,209,*
contig_789	11171	4	N	N	1	*	*,789,*
contig_764	11130	3	N	N	1	*	*,764,*
contig_719	11104	3	N	N	1	*	*,719,*
contig_1089	11085	10	N	N	2	*	1089,*
contig_124	11045	3	N	Y	1	416	*,124,*
contig_692	11044	4	N	Y	1	564	*,692,*
contig_1084	11038	7	N	N	1	*	*,1084,*
contig_816	10991	6	N	N	1	*	*,816,*
contig_1559	10989	4	Y	N	1	*	1559
contig_643	10989	15	N	N	2	*	*,643,*
contig_962	10976	4	N	N	1	*	*,962,*
contig_1064	10968	4	N	N	1	*	*,1064,*
contig_1083	10940	10	N	N	2	*	*,1083,*
contig_670	10936	6	N	N	1	*	*,670,*
contig_788	10930	6	N	N	1	*	*,788,*
contig_1518	10929	3	N	N	1	*	*,1518,*
contig_375	10927	7	N	N	1	*	*,375,*
contig_1243	10916	6	N	N	1	*	*,1243,*
contig_1059	10854	5	N	N	1	*	*,1059,*
contig_703	10797	5	N	N	1	*	*,703,*
contig_1038	10788	5	N	Y	1	622	*,1038,*
contig_824	10775	13	N	N	2	*	*,824,*
contig_728	10737	3	N	N	1	*	*,728,*
contig_1229	10729	8	N	N	1	*	*,1229,*
contig_1359	10714	3	N	N	1	*	*,1359,*
contig_507	10675	5	N	N	1	*	*,507,*
contig_642	10666	5	N	Y	1	506	*,642,*
contig_270	10582	5	N	N	1	*	-268,270,-268
contig_1248	10564	8	N	N	1	*	*,1248,*
contig_1504	10529	5	N	N	1	*	*,1504,*
contig_1249	10522	3	N	N	1	*	*,1249,*
contig_1369	10506	4	N	N	1	*	*,1369,*
contig_960	10491	4	N	N	1	*	*,960,*
contig_587	10462	5	N	N	1	*	*,587,*
contig_20	10453	11	N	N	2	*	*,20,*
contig_925	10448	3	N	N	1	*	*,925,*
contig_393	10348	3	N	N	1	*	*,393,*
contig_594	10347	5	N	N	1	*	*,594,*
contig_1386	10337	4	N	N	1	*	*,1386,*
contig_399	10318	7	N	N	1	*	*,399,*
contig_1354	10310	3	N	N	1	*	*,1354,*
contig_656	10282	11	N	N	2	*	*,656,*
contig_429	10268	4	N	N	1	*	*,429,*
contig_373	10204	6	N	N	1	*	*,373,*
contig_862	10191	4	N	N	1	*	*,862,*
contig_183	10170	3	N	Y	1	684	*,183,*
contig_628	10170	4	N	N	1	*	*,628,*
contig_556	10102	3	N	N	1	*	*,556,*
contig_1476	10101	4	N	N	1	*	*,1476,*
contig_942	10073	3	N	N	1	*	*,942,*
