object	cluster
contig_1355	805
contig_609	806
contig_1253	807
contig_1117	808
contig_616	809
contig_665	810
contig_486	811
contig_882	812
contig_14	813
contig_354	814
contig_1462	815
contig_404	816
contig_709	817
contig_732	818
contig_299	819
contig_1105	820
contig_1145	821
contig_589	822
contig_830	823
contig_226	824
contig_707	825
contig_1172	826
contig_1035	827
contig_263	828
contig_588	829
contig_59	830
contig_625	831
contig_1193	832
contig_578	833
contig_640	834
contig_505	835
contig_580	836
contig_772	837
contig_1222	838
contig_53	839
contig_1434	840
contig_1381	841
contig_629	842
contig_1137	843
contig_1130	844
contig_985	845
contig_328	846
contig_1306	847
contig_666	848
contig_1197	849
contig_255	850
contig_1347	851
contig_223	852
contig_1279	853
contig_1431	854
contig_1295	855
contig_1208	856
contig_295	857
contig_639	858
contig_115	859
contig_1269	860
contig_842	861
contig_1397	862
contig_802	863
contig_1495	864
contig_832	865
contig_818	866
contig_149	867
contig_1190	868
contig_1346	869
contig_85	870
contig_203	871
contig_330	872
contig_948	873
contig_1056	874
contig_1380	875
contig_61	876
contig_1267	877
contig_294	878
contig_1310	879
contig_1403	880
contig_470	881
contig_351	882
contig_1209	883
contig_145	884
contig_1436	885
contig_1244	886
contig_1427	887
contig_1047	888
contig_800	889
contig_306	890
contig_1399	891
contig_312	892
contig_980	893
contig_356	894
contig_1227	895
contig_1142	896
contig_1013	897
contig_947	898
contig_1200	899
contig_47	900
contig_1045	901
contig_52	902
contig_687	903
contig_1194	904
contig_1365	905
contig_427	906
contig_541	907
contig_1195	908
contig_332	909
contig_1220	910
contig_655	911
contig_17	912
contig_1158	913
contig_472	914
contig_976	915
contig_333	916
contig_374	917
contig_771	918
contig_1135	919
contig_372	920
contig_606	921
contig_1465	922
contig_146	923
contig_1192	924
contig_219	925
contig_1508	926
contig_581	927
contig_548	928
contig_753	929
contig_221	930
contig_287	931
contig_1152	932
contig_756	933
contig_1143	934
contig_1292	935
contig_19	936
contig_748	937
contig_571	938
contig_1352	939
contig_889	940
contig_1370	941
contig_136	942
contig_1490	943
contig_147	944
contig_857	945
contig_1219	946
contig_1411	947
contig_561	948
contig_635	949
contig_8	950
contig_634	951
contig_1030	952
contig_565	953
contig_1452	954
contig_131	955
contig_715	956
contig_1489	957
contig_484	958
contig_335	959
contig_15	960
contig_165	961
contig_1100	962
contig_1070	963
contig_834	964
contig_949	965
contig_31	966
contig_1409	967
contig_944	968
contig_1211	969
contig_906	970
contig_116	971
contig_678	972
contig_1362	973
contig_166	974
contig_1426	975
contig_575	976
contig_1023	977
contig_1224	978
contig_148	979
contig_1005	980
contig_440	981
contig_688	982
contig_1535	983
contig_419	984
contig_1338	985
contig_1009	986
contig_798	987
contig_518	988
contig_970	989
contig_1133	990
contig_510	991
contig_1132	992
contig_892	993
contig_586	994
contig_884	995
contig_336	996
contig_859	997
contig_657	998
contig_1	999
contig_544	1000
contig_988	1001
contig_1464	1002
contig_1471	1003
contig_1171	1004
contig_251	1005
contig_1406	1006
contig_4	1007
contig_1264	1008
contig_879	1009
contig_1364	1010
contig_711	1011
contig_730	1012
contig_927	1013
contig_1182	1014
contig_723	1015
contig_1520	1016
contig_121	1017
contig_1113	1018
contig_448	1019
contig_1389	1020
contig_411	1021
contig_1334	1022
contig_956	1023
contig_967	1024
contig_1521	1025
contig_1294	1026
contig_1041	1027
contig_1085	1028
contig_592	1029
contig_1410	1030
contig_34	1031
contig_1524	1032
contig_482	1033
contig_554	1034
contig_762	1035
contig_242	1036
contig_1187	1037
contig_1286	1038
contig_761	1039
contig_750	1040
contig_1004	1041
contig_1049	1042
contig_1063	1043
contig_1025	1044
contig_1392	1045
contig_604	1046
contig_500	1047
contig_1278	1048
contig_471	1049
contig_1068	1050
contig_697	1051
contig_1147	1052
contig_626	1053
contig_1008	1054
contig_30	1055
contig_991	1056
contig_783	1057
contig_164	1058
contig_754	1059
contig_349	1060
contig_905	1061
contig_1179	1062
contig_218	1063
contig_585	1064
contig_282	1065
contig_1077	1066
contig_784	1067
contig_227	1068
contig_228	1069
contig_912	1070
contig_450	1071
contig_28	1072
contig_1003	1073
contig_211	1074
contig_29	1075
contig_527	1076
contig_1002	1077
contig_845	1078
contig_1251	1079
contig_441	1080
contig_968	1081
contig_829	1082
contig_334	1083
contig_201	1084
contig_526	1085
contig_725	1086
contig_224	1087
contig_167	1088
contig_712	1089
contig_423	1090
contig_458	1091
contig_210	1092
contig_107	1093
contig_1203	1094
contig_452	1095
contig_402	1096
contig_230	1097
contig_843	1098
contig_1213	1099
contig_877	1100
contig_1202	1101
contig_841	1102
contig_821	1103
contig_350	1104
contig_494	1105
contig_564	1106
contig_444	1107
contig_3	1108
contig_467	1109
contig_872	1110
contig_293	1111
contig_1230	1112
contig_1138	1113
contig_163	1114
contig_999	1115
contig_1120	1116
contig_175	1117
contig_545	1118
contig_886	1119
contig_459	1120
contig_605	1121
contig_997	1122
contig_1507	1123
contig_637	1124
contig_137	1125
contig_1075	1126
contig_809	0
contig_810	0
contig_329	1127
contig_738	1128
contig_904	1129
contig_918	1130
contig_737	1131
contig_390	1132
contig_496	1133
contig_33	1134
contig_497	1135
contig_916	1136
contig_920	1137
contig_241	1138
