object	cluster
contig_566	481
contig_7	34
contig_38	482
contig_1432	483
contig_1154	484
contig_389	485
contig_305	486
contig_297	487
contig_1099	488
contig_1032	489
contig_881	490
contig_973	491
contig_940	8
contig_863	492
contig_755	493
contig_1398	494
contig_1052	495
contig_1164	496
contig_650	497
contig_1069	498
contig_1344	499
contig_381	500
contig_417	501
contig_465	502
contig_758	503
contig_989	504
contig_352	505
contig_32	25
contig_1162	506
contig_1247	507
contig_508	508
contig_704	509
contig_671	510
contig_442	511
contig_1415	512
contig_899	513
contig_998	514
contig_385	1
contig_487	515
contig_1318	516
contig_1510	517
contig_485	518
contig_209	519
contig_789	520
contig_764	521
contig_719	522
contig_1089	38
contig_124	4
contig_692	523
contig_1084	524
contig_816	525
contig_1559	526
contig_643	527
contig_962	528
contig_1064	529
contig_1083	530
contig_670	531
contig_788	532
contig_1518	533
contig_375	534
contig_1243	535
contig_1059	536
contig_703	537
contig_1038	538
contig_824	539
contig_728	540
contig_1229	541
contig_1359	542
contig_507	543
contig_642	544
contig_270	545
contig_1248	546
contig_1504	547
contig_1249	548
contig_1369	549
contig_960	550
contig_587	551
contig_20	552
contig_925	553
contig_393	554
contig_594	555
contig_1386	556
contig_399	557
contig_1354	558
contig_656	559
contig_429	560
contig_373	561
contig_862	562
contig_183	563
contig_628	564
contig_556	565
contig_1476	566
contig_942	567
contig_1156	568
contig_122	569
contig_63	570
contig_1379	571
contig_819	572
contig_1478	573
contig_392	574
contig_1065	575
contig_1461	576
contig_420	39
contig_583	577
contig_749	578
contig_928	579
contig_1429	580
contig_1320	581
contig_463	582
contig_1221	583
contig_1228	584
contig_540	585
contig_250	586
contig_1015	587
contig_898	588
contig_345	589
contig_170	590
contig_254	591
contig_797	592
contig_1350	593
contig_735	594
contig_41	595
contig_1454	596
contig_1086	597
contig_896	598
contig_82	599
contig_1315	600
contig_1402	601
contig_243	602
contig_394	603
contig_672	604
contig_836	605
contig_559	606
contig_787	607
contig_1430	608
contig_726	609
contig_1141	610
contig_1466	611
contig_849	612
contig_807	37
contig_814	613
contig_827	614
contig_850	615
contig_1470	616
contig_530	617
contig_1505	618
contig_600	619
contig_1140	620
contig_1515	621
contig_636	622
contig_547	623
contig_1421	624
contig_347	625
contig_65	40
contig_55	626
contig_908	627
contig_1204	628
contig_890	629
contig_39	25
contig_1051	630
contig_739	10
contig_752	631
contig_1483	632
contig_729	633
contig_521	634
contig_1022	635
contig_615	636
contig_1029	637
contig_192	6
contig_848	638
contig_1110	639
contig_813	640
contig_774	41
contig_376	641
contig_957	642
contig_117	643
contig_112	644
contig_1447	645
contig_457	646
contig_1296	647
contig_173	648
contig_50	649
contig_736	10
contig_197	650
contig_765	651
contig_733	652
contig_2	653
contig_1371	654
contig_70	19
contig_851	655
contig_1098	656
contig_1103	657
contig_119	658
contig_1516	659
contig_700	660
contig_1144	661
contig_77	662
contig_664	663
contig_971	664
contig_1067	665
contig_757	666
contig_579	667
contig_590	668
contig_249	669
contig_817	670
contig_1553	671
contig_1011	672
contig_747	673
contig_702	674
contig_348	675
contig_37	676
contig_1263	677
contig_49	25
contig_1532	678
contig_1367	679
contig_529	680
contig_805	681
contig_806	682
contig_981	683
contig_71	19
contig_208	684
contig_888	38
contig_1036	685
contig_679	42
contig_1361	686
contig_1523	687
contig_1027	688
contig_1139	689
contig_1189	690
contig_793	691
contig_552	692
contig_68	40
contig_1348	693
contig_13	694
contig_950	695
contig_403	696
contig_677	43
contig_64	697
contig_436	698
contig_638	699
contig_919	700
contig_503	701
contig_992	702
contig_1556	703
contig_1537	704
contig_1475	705
contig_786	706
contig_1129	707
contig_415	708
contig_113	709
contig_1061	710
contig_125	711
contig_562	712
contig_387	713
contig_51	714
contig_1196	715
contig_1285	716
contig_1102	717
contig_538	13
contig_792	718
contig_204	719
contig_1114	720
contig_1176	721
contig_79	722
contig_233	25
contig_663	723
contig_134	724
contig_445	725
contig_1419	726
contig_1560	727
contig_214	728
contig_781	729
contig_1494	44
contig_1468	730
contig_1319	731
contig_1395	732
contig_1017	45
contig_1440	733
contig_1250	734
contig_455	735
contig_808	736
contig_1527	737
contig_1335	738
contig_1528	739
contig_1016	45
contig_1270	740
contig_69	40
contig_1368	741
contig_833	742
contig_1299	743
contig_782	744
contig_874	7
contig_1383	745
contig_1332	746
contig_1557	747
contig_963	748
contig_281	749
contig_1357	750
contig_1012	751
contig_706	752
contig_237	25
contig_1492	753
contig_396	754
contig_864	755
contig_1146	756
contig_607	757
contig_236	25
contig_252	758
contig_353	759
contig_1345	760
contig_887	761
contig_62	762
contig_235	25
contig_796	763
contig_1066	764
contig_1241	20
contig_1418	765
contig_234	25
contig_714	766
contig_724	767
contig_198	768
contig_456	769
contig_617	1
contig_1050	770
contig_941	771
contig_987	772
contig_439	773
contig_489	774
contig_418	775
contig_855	776
contig_220	777
contig_1106	778
contig_1355	779
contig_609	780
contig_1253	46
contig_1117	781
contig_616	782
contig_665	783
contig_486	784
contig_882	18
contig_14	785
contig_354	786
contig_1462	47
contig_404	787
contig_709	788
contig_732	789
contig_299	22
contig_1105	790
contig_1145	48
contig_589	791
contig_830	792
contig_226	793
contig_707	794
contig_1172	795
contig_1035	796
contig_263	797
contig_588	798
contig_59	799
contig_625	1
contig_1193	49
contig_578	800
contig_640	801
contig_505	802
contig_580	803
contig_772	804
contig_1222	805
contig_53	806
contig_1434	807
contig_1381	808
contig_629	809
contig_1137	810
contig_1130	50
contig_985	811
contig_328	812
contig_1306	813
contig_666	27
contig_1197	39
contig_255	814
contig_1347	815
contig_223	51
contig_1279	52
contig_1431	816
contig_1295	817
contig_1208	818
contig_295	819
contig_639	820
contig_115	30
contig_1269	821
contig_842	53
contig_1397	36
contig_802	11
contig_1495	822
contig_832	823
contig_818	33
contig_149	824
contig_1190	20
contig_1346	825
contig_85	826
contig_203	827
contig_330	828
contig_948	829
contig_1056	830
contig_1380	831
contig_61	832
contig_1267	833
contig_294	834
contig_1310	835
contig_1403	10
contig_470	836
contig_351	837
contig_1209	838
contig_145	19
contig_1436	839
contig_1244	840
contig_1427	841
contig_1047	842
contig_800	14
contig_306	21
contig_1399	843
contig_312	844
contig_980	845
contig_356	846
contig_1227	847
contig_1142	848
contig_1013	849
contig_947	850
contig_1200	851
contig_47	25
contig_1045	852
contig_52	853
contig_687	854
contig_1194	49
contig_1365	855
contig_427	856
contig_541	857
contig_1195	31
contig_332	858
contig_1220	859
contig_655	860
contig_17	49
contig_1158	861
contig_472	862
contig_976	863
contig_333	31
contig_374	35
contig_771	864
contig_1135	865
contig_372	866
contig_606	54
contig_1465	867
contig_146	19
contig_1192	868
contig_219	869
contig_1508	0
contig_581	40
contig_548	870
contig_753	871
contig_221	872
contig_287	873
contig_1152	874
contig_756	875
contig_1143	48
contig_1292	876
contig_19	877
contig_748	878
contig_571	50
contig_1352	879
contig_889	24
contig_1370	880
contig_136	881
contig_1490	882
contig_147	883
contig_857	884
contig_1219	55
contig_1411	56
contig_561	885
contig_635	886
contig_8	887
contig_634	888
contig_1030	889
contig_565	890
contig_1452	891
contig_131	892
contig_715	893
contig_1489	19
contig_484	894
contig_335	57
contig_15	49
contig_165	19
contig_1100	895
contig_1070	896
contig_834	897
contig_949	898
contig_31	899
contig_1409	900
contig_944	56
contig_1211	901
contig_906	58
contig_116	902
contig_678	903
contig_1362	904
contig_166	905
contig_1426	906
contig_575	907
contig_1023	908
contig_1224	909
contig_148	19
contig_1005	910
contig_440	911
contig_688	912
contig_1535	59
contig_419	913
contig_1338	26
contig_1009	914
contig_798	14
contig_518	47
contig_970	9
contig_1133	915
contig_510	15
contig_1132	916
contig_892	917
contig_586	918
contig_884	18
contig_336	57
contig_859	919
contig_657	44
contig_1	920
contig_544	921
contig_988	922
contig_1464	923
contig_1471	924
contig_1171	925
contig_251	22
contig_1406	926
contig_4	927
contig_1264	928
contig_879	929
contig_1364	930
contig_711	2
contig_730	931
contig_927	932
contig_1182	933
contig_723	934
contig_1520	36
contig_121	935
contig_1113	936
contig_448	937
contig_1389	938
contig_411	939
contig_1334	940
contig_956	43
contig_967	46
contig_1521	941
contig_1294	942
contig_1041	943
contig_1085	944
contig_592	945
contig_1410	42
contig_34	25
contig_1524	946
contig_482	947
contig_554	948
contig_762	949
contig_242	60
contig_1187	20
contig_1286	55
contig_761	950
contig_750	951
contig_1004	952
contig_1049	953
contig_1063	954
contig_1025	955
contig_1392	956
contig_604	54
contig_500	957
contig_1278	52
contig_471	958
contig_1068	959
contig_697	960
contig_1147	961
contig_626	962
contig_1008	963
contig_30	25
contig_991	964
contig_783	965
contig_164	19
contig_754	966
contig_349	967
contig_905	968
contig_1179	969
contig_218	970
contig_585	971
contig_282	972
contig_1077	17
contig_784	973
contig_227	974
contig_228	975
contig_912	976
contig_450	60
contig_28	977
contig_1003	978
contig_211	979
contig_29	980
contig_527	981
contig_1002	982
contig_845	53
contig_1251	983
contig_441	984
contig_968	985
contig_829	986
contig_334	987
contig_201	41
contig_526	988
contig_725	989
contig_224	51
contig_167	990
contig_712	2
contig_423	5
contig_458	1
contig_210	991
contig_107	992
contig_1203	993
contig_452	994
contig_402	995
contig_230	996
contig_843	997
contig_1213	32
contig_877	7
contig_1202	17
contig_841	998
contig_821	999
contig_350	1000
contig_494	1001
contig_564	1002
contig_444	1003
contig_3	34
contig_467	1004
contig_872	7
contig_293	1005
contig_1230	22
contig_1138	1006
contig_163	19
contig_999	1007
contig_1120	59
contig_175	1008
contig_545	1009
contig_886	1010
contig_459	1011
contig_605	1012
contig_997	1013
contig_1507	1
contig_637	1014
contig_137	1015
contig_1075	1016
contig_809	61
contig_810	61
contig_329	23
contig_738	1017
contig_904	58
contig_918	1018
contig_737	10
contig_390	1019
contig_496	1020
contig_33	60
contig_497	1021
contig_916	1022
contig_920	17
contig_241	60
