#seq_name	length	coverage	circular	repeat	mult	telomere	alt_group	graph_path
contig_100	6981	4	N	Y	1	both	78	100
contig_101	9808	1	N	Y	1	both	78	101
contig_102	571	1	N	Y	1	both	90	102
contig_103	1696	9	N	Y	2	both	90	103
contig_104	2443	2	N	Y	1	both	90	104
contig_105	1161	5	N	Y	1	both	48	105
contig_106	629	2	N	Y	1	left	*	106
contig_108	1924	3	Y	Y	1	none	2	108
contig_111	27643	2	Y	Y	1	none	*	111
contig_113	40982	1	Y	Y	1	none	*	113
contig_126	1681	2	N	Y	1	both	92	126
contig_127	1708	2	N	Y	1	both	92	127
contig_145	30536	1	N	Y	1	left	*	145
contig_146	36737	1	N	Y	1	none	*	146
contig_168	5995	7	N	Y	1	both	96	168
contig_169	31951	11	N	Y	2	none	*	169
contig_170	4486	5	N	Y	1	both	96	170
contig_171	3402	3	N	Y	1	left	94	171
contig_172	3633	8	N	Y	2	left	94	172
contig_173	2028	3	N	Y	1	none	94	173
contig_174	2701	4	N	Y	1	left	98	174
contig_175	2024	10	N	Y	2	left	98	175
contig_176	14576	6	N	Y	1	right	98	176
contig_177	14295	4	N	Y	1	right	98	177
contig_186	518	47	Y	Y	9	none	*	186
contig_191	2433	5	N	Y	1	both	100	191
contig_208	29578	1	Y	Y	1	none	*	208
contig_209	31910	1	Y	Y	1	none	*	209
contig_225	2318	18	N	Y	4	both	104	225
contig_226	2706	17	N	Y	3	both	104	226
contig_227	3545	15	N	Y	3	both	106	227
contig_228	2463	13	N	Y	3	both	106	228
contig_229	8193	16	N	Y	3	both	108	229
contig_230	7771	19	N	Y	4	both	108	230
contig_256	1427	1	N	Y	1	both	110	256
contig_257	1128	1	N	Y	1	both	110	257
contig_258	34303	1	Y	Y	1	none	*	258
contig_266	33116	1	Y	Y	1	none	*	266
contig_272	11251	2	Y	Y	1	none	*	272
contig_273	18983	2	N	Y	1	left	*	273
contig_274	30346	1	Y	Y	1	none	*	274
contig_276	29076	2	Y	Y	1	none	*	276
contig_277	27496	2	Y	Y	1	none	*	277
contig_278	4973	1	Y	Y	1	none	*	278
contig_279	7085	2	Y	Y	1	none	*	279
contig_281	6620	2	N	Y	1	both	*	281
