#seq_name	length	coverage	circular	repeat	mult	telomere	alt_group	graph_path
contig_139	3259	4	N	N	1	both	*	139
contig_140	30087	8	N	N	2	both	*	140
contig_141	23140	3	N	N	1	both	*	141
contig_142	24422	3	N	N	1	both	*	142
contig_143	47305	10	Y	N	3	none	*	143
contig_144	14452	8	N	N	2	both	*	144
contig_145	39740	6	N	N	2	both	*	145
contig_146	35814	5	N	N	1	both	*	146
contig_148	3471	4	N	N	1	both	*	148
contig_149	2521	20	N	N	5	both	*	149
contig_150	843	10	N	N	3	both	*	150
contig_151	19548	3	N	N	1	both	*	151
contig_152	56477	6	N	N	2	right	*	152
contig_155	7886	4	N	N	1	both	*	155
contig_156	11984	4	N	N	1	both	*	156
contig_157	30974	3	N	N	1	both	*	157
contig_158	14306	4	N	N	1	both	*	158
contig_159	13764	4	N	N	1	both	*	159
contig_160	15670	3	N	N	1	both	*	160
contig_161	29339	4	N	N	1	both	*	161
contig_162	13755	4	N	N	1	both	*	162
contig_163	6662	3	N	N	1	both	*	163
contig_164	3223	4	N	N	1	both	*	164
contig_165	15997	3	N	N	1	both	*	165
contig_166	3525	3	N	N	1	both	*	166
contig_167	14689	3	N	N	1	both	*	167
contig_168	4634	3	N	N	1	both	*	168
contig_169	13048	3	N	N	1	both	*	169
contig_170	3891	3	N	N	1	both	*	170
contig_171	9598	3	N	N	1	both	*	171
contig_172	4637	3	N	N	1	both	*	172
contig_173	2347	3	N	N	1	both	*	173
contig_174	30959	3	N	N	1	both	*	174
contig_175	14004	3	N	N	1	both	*	175
contig_177	9021	3	N	N	1	both	*	177
contig_178	43652	3	N	N	1	both	*	178
contig_179	3052	3	N	N	1	both	*	179
contig_180	755	6	N	N	2	both	*	180
contig_182	17775	4	N	N	1	left	*	-132,126,181,182,-96
contig_184	5840	3	N	N	1	both	*	184
contig_188	11301	3	N	N	1	both	*	188
contig_189	16828	4	N	N	1	both	*	189
contig_190	15484	3	N	N	1	both	*	190
contig_191	11516	3	N	N	1	both	*	191
contig_193	23636	3	N	N	1	both	*	192,193
contig_194	34993	3	N	N	1	both	*	192,194
contig_197	25049	3	N	N	1	both	*	197
contig_198	16811	4	N	N	1	both	*	198
contig_199	13222	3	N	N	1	both	*	199
contig_200	14041	5	N	N	1	both	*	200
contig_201	20022	5	N	N	1	both	*	201
contig_202	31386	4	N	N	1	both	*	202
contig_203	2606	3	N	N	1	both	*	203
contig_204	22831	3	N	N	1	both	*	204
contig_205	14917	3	N	N	1	both	*	205
contig_207	17862	3	N	N	1	both	*	207
contig_208	26935	3	N	N	1	both	*	208
contig_209	7554	4	N	N	1	both	*	209
contig_210	37562	3	N	N	1	both	*	210
contig_211	12378	3	N	N	1	both	*	211
contig_212	25686	5	N	N	1	left	*	212
contig_213	25648	4	N	N	1	right	*	213
contig_214	4979	11	N	N	3	both	*	214
contig_215	22446	4	N	N	1	both	*	215
contig_216	15850	5	N	N	1	both	*	216
contig_217	13919	3	N	N	1	both	*	217
contig_218	8516	4	Y	N	1	none	*	218
contig_219	5989	3	N	N	1	both	*	219
contig_220	10452	3	N	N	1	both	*	220
contig_221	13676	4	N	N	1	both	*	221
contig_222	5318	3	N	N	1	both	*	222
contig_223	6556	3	N	N	1	both	*	223
contig_225	2607	4	N	N	1	both	*	225
contig_226	2328	5	N	N	1	both	*	226
contig_227	15388	3	N	N	1	both	*	227
contig_228	3435	3	N	N	1	both	*	228
contig_229	14462	3	N	N	1	both	*	229
contig_230	34999	3	N	N	1	both	*	230
contig_231	13956	3	N	N	1	both	*	231
contig_232	16070	4	N	N	1	both	*	232
contig_233	10392	3	N	N	1	both	*	233
contig_235	35829	5	N	N	1	both	*	235
contig_236	32989	3	Y	N	1	none	*	236
contig_237	35232	4	Y	N	1	none	*	237
contig_238	6960	4	N	N	1	both	*	238
contig_240	34550	4	Y	N	1	none	*	240
contig_241	16459	3	N	N	1	both	*	241
contig_242	66763	9	N	N	2	both	*	242
contig_243	7035	3	Y	N	1	none	*	243
contig_244	38507	4	Y	N	1	none	*	244
contig_245	38400	10	Y	N	3	none	*	245
contig_246	42527	6	Y	N	2	none	*	246
contig_247	29684	3	Y	N	1	none	*	247
contig_248	9291	3	N	N	1	both	*	248
contig_250	42016	6	Y	N	2	none	*	250
contig_251	15444	3	N	N	1	both	*	251
contig_252	12235	4	N	N	1	both	*	252
contig_253	9650	3	N	N	1	both	*	253
contig_4	1019	3	N	Y	1	both	32	4
contig_5	1350	5	N	Y	1	both	32	5
contig_8	1819	8	N	Y	2	both	36	8
contig_9	2860	2	N	Y	1	both	36	9
contig_10	1618	2	N	Y	1	both	34	10
contig_11	2811	8	N	Y	2	both	34	11
contig_22	21108	2	N	Y	1	right	54	22
contig_30	2550	5	N	Y	1	both	50	30
contig_31	35950	2	Y	Y	1	none	*	31
contig_49	1005	2	N	Y	1	both	38	49
contig_50	1201	5	N	Y	1	both	38	50
contig_71	7272	2	Y	Y	1	none	*	71
contig_76	24918	2	N	Y	1	both	54	76
contig_77	1527	1	N	Y	1	left	54	77
contig_78	2344	3	N	Y	1	left	54	78
contig_79	1752	2	N	Y	1	left	54	79
contig_80	979	4	N	Y	1	both	52	80
contig_81	1341	2	N	Y	1	both	52	81
contig_82	1777	3	N	Y	1	both	52	82
contig_89	25800	1	N	Y	1	both	*	89
contig_90	41333	2	N	Y	1	left	*	90
contig_91	17460	2	N	Y	1	none	*	91
contig_93	18711	2	N	Y	1	none	*	93
contig_94	16583	2	N	Y	1	none	*	94
contig_96	10143	1	N	Y	1	none	*	96
contig_98	1782	2	N	Y	1	both	42	98
contig_99	1675	2	N	Y	1	both	42	99
contig_100	4397	5	N	Y	1	both	40	100
contig_101	4703	1	N	Y	1	both	40	101
contig_119	38579	2	N	Y	1	none	*	119
contig_120	35172	1	N	Y	1	left	*	120
contig_125	2387	2	N	Y	1	none	*	125
contig_127	1137	1	N	Y	1	none	*	127
contig_128	1406	1	N	Y	1	none	*	128
contig_129	1275	3	N	Y	1	both	56	129
contig_130	3427	9	N	Y	2	both	56	130
contig_132	11873	13	N	Y	3	right	*	132
contig_147	2438	3	N	Y	1	none	54	147
contig_153	10025	6	N	Y	2	both	46	153
contig_154	10073	3	N	Y	1	both	46	154
contig_176	4811	4	Y	Y	1	none	*	176
contig_183	6812	1	N	Y	1	none	*	183
contig_185	33952	2	Y	Y	1	none	*	185
contig_186	38918	2	N	Y	1	both	48	186
contig_187	6772	1	N	Y	1	both	48	187
contig_195	4799	8	N	Y	2	both	44	195
contig_196	5144	2	N	Y	1	both	44	196
contig_206	31558	1	Y	Y	1	none	*	206
contig_224	39145	2	Y	Y	1	none	*	224
contig_234	37153	1	Y	Y	1	none	*	234
contig_239	10904	2	Y	Y	1	none	*	239
contig_249	37626	1	Y	Y	1	none	*	249
contig_254	5831	2	Y	Y	1	none	*	254
