contig_id,checkv_total_genes,checkv_viral_genes,checkv_quality,completeness,contamination,prediction,phage_score,length,coverage,is_circular,phanotate_total_genes,CRISPRs,"DNA, RNA and nucleotide metabolism",connector,head and packaging,integration and excision,lysis,"moron, auxiliary metabolic gene and host takeover",other,tRNAs,tail,transcription regulation,genomad_total_genes,genomad_viral_genes,rafah_predicted_host,rafah_prediction_score,vcontact_taxonomy,genomad_agreement,genomad_taxid,genomad_taxonomy
contig_105,68,0,High-quality,90.97,0.0,phage,4.66,29683,7,Y,86.0,0.0,5.0,0.0,7.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,68.0,48.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,0.474,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_25_of_Caudoviricetes;novel_family_1_of_novel_order_25_of_Caudoviricetes;novel_subfamily_8_of_novel_family_1_of_novel_order_25_of_Caudoviricetes;novel_genus_0_of_novel_subfamily_8_of_novel_family_1_of_novel_order_25_of_Caudoviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1054,97,0,Medium-quality,76.25,0.0,phage,3.67,50858,3,N,195.0,0.0,13.0,2.0,3.0,0.0,1.0,0.0,6.0,0.0,0.0,2.0,97.0,16.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,0.2378,No Realm;nan;nan;nan;nan;nan;nan,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1057,76,0,High-quality,100.0,0.0,phage,2.758,35778,3,N,155.0,0.0,4.0,0.0,7.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,76.0,35.0,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A,0.065,No prediction;nan;nan;nan;nan;nan;nan,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1062,88,0,High-quality,100.0,0.0,phage,3.697,50552,3,N,198.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,88.0,27.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium,0.133,No Realm;nan;nan;nan;nan;nan;nan,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1064,14,0,Medium-quality,70.01,0.0,phage,1.502,10968,4,N,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,14.0,5.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,0.221283333333333,No Realm;nan;nan;nan;nan;nan;nan,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1065,17,0,Medium-quality,62.75,0.0,phage,4.188,9822,8,N,37.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,17.0,9.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,0.2227,No Realm;nan;nan;nan;nan;nan;nan,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1080,24,0,High-quality,98.51,0.0,phage,2.57,14146,10,N,52.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,24.0,12.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,0.138316666666667,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_102_of_Caudoviricetes;novel_family_3_of_novel_order_102_of_Caudoviricetes;novel_subfamily_0_of_novel_family_3_of_novel_order_102_of_Caudoviricetes;novel_genus_0_of_novel_subfamily_0_of_novel_family_3_of_novel_order_102_of_Caudoviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1087,29,0,High-quality,100.0,0.0,phage,2.434,16341,6,N,77.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,8.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,0.18595,No Realm;nan;nan;nan;nan;nan;nan,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1092,49,0,Medium-quality,71.69,0.0,phage,3.172,32186,3,Y,142.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,49.0,29.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,0.186916666666667,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_25_of_Caudoviricetes;novel_family_6_of_novel_order_25_of_Caudoviricetes;novel_subfamily_0_of_novel_family_6_of_novel_order_25_of_Caudoviricetes;novel_genus_0_of_novel_subfamily_0_of_novel_family_6_of_novel_order_25_of_Caudoviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1096,120,0,High-quality,100.0,0.0,phage,2.887,65151,3,N,204.0,0.0,13.0,0.0,12.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,120.0,42.0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter,0.234,No prediction;nan;nan;nan;nan;nan;nan,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_110,60,0,High-quality,98.08,0.0,phage,2.309,33382,7,Y,149.0,0.0,2.0,0.0,13.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,60.0,35.0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium,0.202,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_53_of_Caudoviricetes;novel_family_6_of_novel_order_53_of_Caudoviricetes;novel_subfamily_0_of_novel_family_6_of_novel_order_53_of_Caudoviricetes||novel_family_0_of_novel_order_54_of_Caudoviricetes;novel_genus_0_of_novel_subfamily_0_of_novel_family_6_of_novel_order_53_of_Caudoviricetes||novel_family_0_of_novel_order_54_of_Caudoviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1104,31,0,High-quality,100.0,0.0,phage,3.824,15323,3,N,58.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,31.0,13.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,0.195233333333333,No Realm;nan;nan;nan;nan;nan;nan,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_111,36,0,Medium-quality,62.14,0.0,phage,1.201,21074,5,N,97.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,36.0,17.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,0.19315,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_54_of_Caudoviricetes;novel_family_0_of_novel_order_54_of_Caudoviricetes;novel_subfamily_0_of_novel_family_6_of_novel_order_53_of_Caudoviricetes||novel_family_0_of_novel_order_54_of_Caudoviricetes;novel_genus_1_of_novel_subfamily_0_of_novel_family_6_of_novel_order_53_of_Caudoviricetes||novel_family_0_of_novel_order_54_of_Caudoviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1111,50,0,High-quality,97.64,0.0,phage,3.039,31091,4,Y,132.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,50.0,37.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,0.0753333333333333,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_25_of_Caudoviricetes;novel_family_1_of_novel_order_25_of_Caudoviricetes;novel_subfamily_7_of_novel_family_1_of_novel_order_25_of_Caudoviricetes;novel_genus_0_of_novel_subfamily_7_of_novel_family_1_of_novel_order_25_of_Caudoviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1118,39,0,Medium-quality,64.45,0.0,phage,3.969,21402,4,N,61.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,39.0,21.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,0.207,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_25_of_Caudoviricetes;novel_family_2_of_novel_order_25_of_Caudoviricetes;novel_subfamily_0_of_novel_family_2_of_novel_order_25_of_Caudoviricetes;novel_genus_0_of_novel_subfamily_0_of_novel_family_2_of_novel_order_25_of_Caudoviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1131,104,1,High-quality,98.34,0.0,phage,4.68,51372,8,N,148.0,0.0,15.0,1.0,3.0,0.0,0.0,2.0,8.0,2.0,3.0,1.0,104.0,36.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio,0.186,No prediction;nan;nan;nan;nan;nan;nan,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1136,58,0,Medium-quality,87.0,0.0,phage,5.516,37294,15,Y,69.0,0.0,6.0,3.0,6.0,0.0,0.0,2.0,2.0,1.0,4.0,1.0,58.0,27.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Pseudoalteromonas,0.152,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_50_of_Caudoviricetes;novel_family_16_of_novel_order_50_of_Caudoviricetes;novel_subfamily_0_of_novel_family_16_of_novel_order_50_of_Caudoviricetes;novel_genus_0_of_novel_subfamily_0_of_novel_family_16_of_novel_order_50_of_Caudoviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_114,32,1,High-quality,100.0,0.0,phage,2.842,16419,44,N,47.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,3.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,0.207033333333333,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_114_of_Caudoviricetes;novel_family_1_of_novel_order_114_of_Caudoviricetes;novel_subfamily_0_of_novel_family_1_of_novel_order_114_of_Caudoviricetes;novel_genus_0_of_novel_subfamily_0_of_novel_family_1_of_novel_order_114_of_Caudoviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1140,19,0,Medium-quality,56.78,0.0,phage,4.469,8555,10,N,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,14.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,0.218033333333333,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_113_of_Caudoviricetes;novel_family_2_of_novel_order_113_of_Caudoviricetes;novel_subfamily_0_of_novel_family_2_of_novel_order_113_of_Caudoviricetes;novel_genus_0_of_novel_subfamily_0_of_novel_family_2_of_novel_order_113_of_Caudoviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1148,25,0,High-quality,99.24,0.0,phage,3.217,15547,5,N,63.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,12.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,0.136566666666667,No Realm;nan;nan;nan;nan;nan;nan,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1157,82,1,Medium-quality,61.83,0.0,phage,3.754,48870,5,N,139.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,82.0,12.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,0.225,No Realm;nan;nan;nan;nan;nan;nan,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1160,56,1,High-quality,100.0,0.0,phage,0.886,30024,7,Y,89.0,0.0,3.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,56.0,7.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,0.06435,No Realm;nan;nan;nan;nan;nan;nan,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1165,50,0,Medium-quality,83.6,0.0,phage,2.887,26465,3,N,108.0,0.0,9.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,50.0,12.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter,0.092,Riboviria;Duplornaviricota|Lenarviricota;Vidaverviricetes|Leviviricetes;nan;nan;nan;nan,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1169,74,0,High-quality,100.0,0.0,phage,1.086,39797,3,N,122.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,74.0,19.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,0.181183333333333,No Realm;nan;nan;nan;nan;nan;nan,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1170,76,0,High-quality,93.21,0.0,phage,3.295,36365,4,N,127.0,0.0,4.0,0.0,6.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,76.0,18.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,0.0978833333333333,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_53_of_Caudoviricetes;novel_family_3_of_novel_order_53_of_Caudoviricetes;novel_subfamily_0_of_novel_family_3_of_novel_order_53_of_Caudoviricetes;novel_genus_0_of_novel_subfamily_0_of_novel_family_3_of_novel_order_53_of_Caudoviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1177,71,0,High-quality,96.47,0.0,phage,7.453,41139,8,N,103.0,0.0,9.0,3.0,2.0,0.0,3.0,0.0,5.0,0.0,5.0,0.0,71.0,47.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,0.191,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_62_of_Caudoviricetes;Zobellviridae;Cobavirinae;novel_genus_0_of_Cobavirinae,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_118,83,0,High-quality,100.0,0.0,phage,2.908,33620,4,Y,154.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,83.0,51.0,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella,0.0755,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_117_of_Caudoviricetes;novel_family_0_of_novel_order_117_of_Caudoviricetes;novel_subfamily_0_of_novel_family_0_of_novel_order_117_of_Caudoviricetes;novel_genus_0_of_novel_subfamily_0_of_novel_family_0_of_novel_order_117_of_Caudoviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1184,61,0,High-quality,100.0,0.0,phage,4.113,30062,66,N,88.0,0.0,5.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,61.0,34.0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium,0.224,No Realm;nan;nan;nan;nan;nan;nan,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1198,55,0,Medium-quality,68.49,0.0,phage,4.043,28588,4,N,86.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,55.0,13.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Sutterella,0.227,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_40_of_Caudoviricetes;novel_family_1_of_novel_order_40_of_Caudoviricetes;novel_subfamily_1_of_novel_family_1_of_novel_order_40_of_Caudoviricetes;novel_genus_0_of_novel_subfamily_1_of_novel_family_1_of_novel_order_40_of_Caudoviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_120,47,0,Medium-quality,83.49,0.0,phage,3.43,27677,5,N,70.0,0.0,2.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,47.0,37.0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter,0.325,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_118_of_Caudoviricetes;novel_family_0_of_novel_order_118_of_Caudoviricetes;novel_subfamily_0_of_novel_family_0_of_novel_order_118_of_Caudoviricetes;novel_genus_0_of_novel_subfamily_0_of_novel_family_0_of_novel_order_118_of_Caudoviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1201,26,0,High-quality,100.0,0.0,phage,4.191,15284,3,N,61.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,8.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,0.244533333333333,No Realm;nan;nan;nan;nan;nan;nan,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1206,29,0,High-quality,100.0,0.0,phage,1.658,18267,3,N,57.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,9.0,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium,0.159,No Realm;nan;nan;nan;nan;nan;nan,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1207,28,0,High-quality,96.66,0.0,phage,1.979,14130,17,N,49.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,11.0,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium,0.162,No Realm;nan;nan;nan;nan;nan;nan,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
