#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_92	11246	4	N	N	1	*	*,92,*
contig_139	11199	3	N	N	1	*	*,139,*
contig_72	11025	5	N	N	1	*	*,72,*
contig_71	10955	9	N	N	1	*	*,71,*
contig_243	10954	3	N	N	1	*	*,243,*
contig_216	10898	4	N	N	1	*	*,216,*
contig_58	10774	5	N	N	1	*	*,58,*
contig_91	10757	6	N	N	1	*	*,91,*
contig_17	10643	10	N	N	1	*	*,17,*
contig_110	10605	8	N	N	1	*	*,110,*
contig_193	10505	4	N	N	1	*	*,193,*
contig_245	10253	4	N	N	1	*	*,245,*
contig_55	9909	4	N	N	1	*	*,55,*
contig_211	9874	3	N	N	1	*	*,211,*
contig_210	9644	5	N	N	1	*	*,210,*
contig_43	8915	3	N	N	1	*	*,43,*
contig_9	8818	4	N	N	1	*	*,9,*
contig_20	8706	3	N	N	1	*	*,20,*
contig_130	8543	8	N	N	1	*	*,130,*
contig_74	8473	10	N	N	2	*	*,74,*
contig_222	8376	19	N	N	4	*	*,222,*
contig_64	8070	8	N	N	1	*	*,64,*
contig_196	7942	3	N	N	1	*	*,196,*
contig_62	7889	3	N	Y	1	*	62
contig_19	7875	6	N	N	1	*	*,19,*
contig_241	7831	3	N	N	1	*	*,241,*
contig_230	7777	6	N	Y	1	108	*,230,*
contig_167	7763	3	N	N	1	*	*,167,*
contig_136	7749	4	N	N	1	*	*,136,*
contig_154	7688	3	N	N	1	*	*,154,*
contig_89	7580	9	N	N	1	*	*,89,*
contig_213	7523	4	N	N	1	*	*,213,*
contig_251	7307	3	N	N	1	*	*,251,*
contig_212	7293	4	N	N	1	*	*,212,*
contig_165	7082	13	N	N	1	*	*,165,*
contig_115	7041	4	N	N	1	*	*,115,*
contig_142	7012	4	N	N	1	*	*,142,*
contig_123	6995	3	N	N	1	*	*,123,*
contig_221	6966	5	N	N	1	*	*,221,*
contig_90	6694	4	N	N	1	*	*,90,*
contig_281	6672	3	N	Y	1	*	*,281,*
contig_224	6669	17	N	N	3	*	*,224,*
contig_150	6565	6	N	N	1	*	*,150,*
contig_49	6525	4	N	N	1	*	*,49,*
contig_100	6469	3	N	Y	1	78	*,100,*
contig_197	6396	6	N	N	1	*	*,197,*
contig_237	6343	3	N	N	1	*	*,237,*
contig_37	6303	11	N	Y	2	74	*,37,*
contig_138	6185	8	N	N	1	*	*,138,*
contig_189	6085	14	N	N	3	*	*,189,*
contig_168	6067	6	N	Y	1	96	*,168,*
contig_36	6049	4	N	N	1	*	*,36,*
contig_268	6031	6	Y	N	1	*	268
contig_3	6001	25	N	N	5	*	*,3,*
contig_267	5781	6	N	N	1	*	*,267,*
contig_8	5704	4	N	N	1	*	*,8,*
contig_75	5500	9	N	N	1	*	*,75,*
contig_149	5494	4	N	N	1	*	*,149,*
contig_134	5338	6	N	N	1	*	*,134,*
contig_283	5294	6	Y	N	1	*	283
contig_76	5281	3	N	N	1	*	*,76,*
contig_32	5147	3	N	N	1	*	*,32,*
contig_280	5126	3	N	N	1	*	*,280,244,*
contig_42	5074	5	N	N	1	*	*,42,*
contig_112	4996	8	N	N	1	*	*,112,*
contig_204	4765	3	N	N	1	*	*,204,*
contig_236	4641	4	N	N	1	*	*,236,*
contig_185	4613	3	N	N	1	*	*,185,*
contig_66	4325	6	N	Y	1	76	*,66,*
contig_158	4307	4	N	N	1	*	*,158,*
contig_116	4284	4	N	N	1	*	*,116,*
contig_249	4274	4	N	N	1	*	*,249,*
contig_60	4148	8	N	N	1	*	*,57,60,61,62
contig_124	4036	3	N	N	1	*	*,124,*
contig_18	3904	30	N	N	6	*	*,18,*
contig_47	3874	3	N	N	1	*	*,47,*
contig_227	3571	3	N	Y	1	106	*,227,*
contig_259	3536	11	N	N	2	*	*,259,*
contig_148	3359	4	N	N	1	*	*,148,*
contig_187	3334	3	N	N	1	*	*,187,*
contig_121	3300	4	N	N	1	*	*,121,*
contig_183	3291	4	N	N	1	*	*,183,*
contig_198	3164	5	N	N	1	*	*,198,*
contig_263	3162	8	N	N	1	*	*,263,*
contig_120	3041	5	N	N	1	*	*,120,*
contig_242	3004	4	N	N	1	*	*,242,*
contig_29	2968	5	N	N	1	*	*,29,*
contig_28	2901	3	N	N	1	*	*,28,*
contig_7	2899	8	N	N	1	*	*,7,*
contig_270	2896	19	N	N	3	*	*,270,*
contig_93	2881	7	N	N	1	*	*,93,*
contig_175	2849	3	N	Y	1	98	*,175
contig_235	2832	4	N	N	1	*	*,235,*
contig_77	2823	3	N	N	1	*	*,77,*
contig_203	2799	4	N	N	1	*	*,203,*
contig_46	2779	6	N	N	1	*	*,46,*
contig_147	2756	3	N	N	1	*	*,147,*
contig_194	2741	4	N	N	1	*	*,194,*
contig_13	2694	7	N	N	1	*	*,13,*
contig_118	2687	3	N	N	1	*	*,118,*
contig_248	2675	6	N	N	1	*	*,248,*
contig_178	2611	4	N	N	1	*	*,178,*
contig_232	2608	5	N	N	1	*	*,232,*
contig_97	2579	5	N	N	1	*	*,97,*
contig_246	2542	5	N	N	1	*	*,246,*
contig_214	2539	4	N	N	1	*	*,214,*
contig_218	2508	3	N	N	1	*	*,218,*
contig_4	2508	9	N	N	2	*	*,4,*
contig_166	2499	4	N	N	1	*	*,166,*
contig_219	2464	4	N	N	1	*	*,219,*
contig_163	2459	7	N	N	1	*	*,163,*
contig_255	2441	4	N	N	1	*	*,255,*
contig_1	2432	3	N	N	1	*	*,1,*
contig_215	2262	8	N	N	1	*	*,215,*
contig_151	2239	3	N	N	1	*	*,151,*
contig_173	1665	7	N	Y	1	94	173
contig_10	1063	12	N	N	2	*	*,10,*
contig_186	528	20	Y	Y	3	*	186
