#seq_name	length	coverage	circular	repeat	mult	telomere	alt_group	graph_path
contig_464	14865	3	N	N	1	both	*	464
contig_465	11459	3	N	N	1	both	*	465
contig_466	14906	5	Y	N	1	none	*	466
contig_467	1202	3	N	N	1	both	*	467
contig_468	15008	3	N	N	1	both	*	468
contig_469	13136	6	N	N	1	both	*	469
contig_470	3568	4	N	N	1	both	*	470
contig_471	2409	5	N	N	1	both	*	471
contig_472	3236	11	N	N	2	both	*	472
contig_481	19639	3	N	N	1	both	*	481
contig_482	2337	3	N	N	1	both	*	482
contig_483	22334	4	N	N	1	both	*	483
contig_484	2771	3	N	N	1	both	*	484
contig_485	10765	7	N	N	1	both	*	485
contig_486	4666	8	N	N	2	both	*	486
contig_487	11075	5	N	N	1	both	*	487
contig_488	12369	3	N	N	1	both	*	488
contig_489	4861	3	N	N	1	both	*	489
contig_490	39662	11	N	N	2	both	*	490
contig_491	17678	4	N	N	1	both	*	491
contig_492	37959	7	N	N	1	right	*	1500,492
contig_493	16274	6	N	N	1	both	*	493
contig_500	2247	4	N	N	1	both	*	500
contig_501	14781	6	N	N	1	both	*	501
contig_504	15671	4	N	N	1	both	*	504
contig_505	4343	5	N	N	1	both	*	505
contig_506	15282	3	N	N	1	both	*	506
contig_507	9334	3	N	N	1	both	*	507
contig_508	11659	4	N	N	1	both	*	508
contig_511	34451	9	Y	N	2	none	*	511
contig_514	15119	8	N	N	2	both	*	514
contig_515	24983	3	N	N	1	both	*	515
contig_518	2608	3	N	N	1	both	*	518
contig_519	39473	8	N	N	2	both	*	519
contig_520	3359	4	N	N	1	both	*	520
contig_521	7891	3	N	N	1	both	*	521
contig_522	27638	3	N	N	1	both	*	522
contig_523	17203	3	N	N	1	both	*	523
contig_526	1630	8	N	N	2	both	*	526
contig_527	1725	3	N	N	1	both	*	527
contig_528	12779	3	N	N	1	both	*	528
contig_529	7018	3	N	N	1	both	*	529
contig_530	8168	3	N	N	1	both	*	530
contig_531	34223	8	Y	N	2	none	*	531
contig_536	33621	4	Y	N	1	none	*	536
contig_539	26825	3	N	N	1	both	*	539
contig_540	8873	4	N	N	1	both	*	540
contig_543	36395	3	N	N	1	both	*	543
contig_544	2537	5	N	N	1	both	*	544
contig_545	1174	3	N	N	1	both	*	545
contig_546	27961	5	N	N	1	both	*	546
contig_547	8225	9	N	N	2	both	*	547
contig_548	3047	3	N	N	1	both	*	548
contig_549	15817	5	N	N	1	both	*	549
contig_550	18115	4	N	N	1	both	*	550
contig_551	24332	4	N	N	1	both	*	551
contig_552	6555	3	N	N	1	both	*	552
contig_553	37577	4	N	N	1	both	*	553
contig_554	2382	6	N	N	1	both	*	554
contig_555	25972	6	N	N	1	both	*	555
contig_556	9803	3	N	N	1	both	*	556
contig_557	14751	5	N	N	1	both	*	557
contig_558	13571	6	N	N	1	both	*	558
contig_559	8729	3	N	N	1	both	*	559
contig_560	20063	3	N	N	1	both	*	560
contig_561	2789	3	N	N	1	both	*	561
contig_562	6303	18	N	N	4	both	*	562
contig_565	2833	83	N	N	17	both	*	565
contig_566	12282	3	N	N	1	both	*	566
contig_568	18943	3	N	N	1	both	*	568
contig_571	2957	4	N	N	1	both	*	571
contig_572	21797	4	N	N	1	both	*	572
contig_573	13640	5	N	N	1	both	*	573
contig_574	19087	3	N	N	1	both	*	574
contig_575	2499	4	N	N	1	both	*	575
contig_576	37296	4	N	N	1	both	*	576
contig_577	17559	3	N	N	1	both	*	577
contig_578	4366	3	N	N	1	both	*	578
contig_579	7084	3	N	N	1	both	*	579
contig_580	4313	6	N	N	1	both	*	580
contig_581	3311	8	N	N	2	both	*	581
contig_582	24593	3	N	N	1	both	*	582
contig_583	9597	3	N	N	1	both	*	583
contig_584	13972	3	N	N	1	both	*	584
contig_585	2039	3	N	N	1	both	*	585
contig_586	2605	5	N	N	1	both	*	586
contig_587	9985	3	N	N	1	both	*	587
contig_588	4320	4	N	N	1	both	*	588
contig_589	4297	3	N	N	1	both	*	589
contig_590	7024	3	N	N	1	both	*	590
contig_591	16229	5	N	N	1	both	*	591
contig_592	2286	4	N	N	1	both	*	592
contig_593	36388	3	N	N	1	both	*	593
contig_594	10253	3	N	N	1	both	*	594
contig_595	17586	3	N	N	1	both	*	595
contig_596	47012	10	Y	N	2	none	*	596
contig_597	12362	4	N	N	1	both	*	597
contig_599	19629	5	N	N	1	both	*	599
contig_601	85323	32	Y	N	6	none	*	601
contig_604	2253	3	N	N	1	both	*	604
contig_605	1143	5	N	N	1	both	*	605
contig_606	3152	10	N	N	2	both	*	606
contig_607	5213	3	N	N	1	both	*	607
contig_608	20478	4	N	N	1	both	*	608
contig_609	4713	3	N	N	1	both	*	609
contig_612	33903	3	N	N	1	both	*	612
contig_613	15028	3	N	N	1	both	*	613
contig_614	24651	6	N	N	1	both	*	614
contig_615	7757	4	N	N	1	both	*	615
contig_616	4606	4	N	N	1	both	*	616
contig_626	2609	3	N	N	1	both	*	626
contig_628	9669	4	N	N	1	both	*	628
contig_629	4179	3	N	N	1	both	*	629
contig_632	32848	4	Y	N	1	none	*	632
contig_633	14274	6	N	N	1	both	*	633
contig_634	2834	3	N	N	1	both	*	634
contig_635	2854	4	N	N	1	both	*	635
contig_636	8095	3	N	N	1	both	*	636
contig_637	1125	9	N	N	2	both	*	637
contig_638	6328	3	N	N	1	both	*	638
contig_639	3925	3	N	N	1	both	*	639
contig_640	4196	4	N	N	1	both	*	640
contig_643	10515	12	N	N	2	both	*	643
contig_644	71700	3	N	N	1	both	*	644
contig_645	20348	3	N	N	1	both	*	645
contig_646	27997	2	N	N	1	both	*	646,-1514
contig_647	30194	3	N	N	1	both	*	1514,647
contig_650	13771	3	N	N	1	both	*	650
contig_653	13057	3	N	N	1	both	*	653
contig_654	14208	4	N	N	1	both	*	654
contig_655	2940	5	N	N	1	both	*	655
contig_656	10264	8	N	N	2	both	*	656
contig_657	2561	5	N	N	1	both	*	657
contig_659	13264	6	N	N	1	both	*	658,659
contig_663	5807	4	N	N	1	both	*	663
contig_664	7194	3	N	N	1	both	*	664
contig_665	4046	3	N	N	1	both	*	665
contig_666	4614	16	N	N	3	both	*	666
contig_669	21640	5	N	N	1	both	*	669
contig_670	10708	6	N	N	1	both	*	670
contig_671	11366	4	N	N	1	both	*	671
contig_676	28110	8	N	N	2	both	*	676
contig_677	6620	8	N	N	2	both	*	677
contig_678	2715	4	N	N	1	both	*	678
contig_679	6851	3	N	N	1	both	*	679
contig_680	23896	4	N	N	1	both	*	680
contig_683	14593	3	N	N	1	both	*	683
contig_684	11591	3	N	N	1	both	*	684
contig_687	3034	8	N	N	2	both	*	687
contig_688	2656	28	N	N	6	both	*	688
contig_696	13413	3	N	N	1	both	*	696
contig_697	2211	3	N	N	1	both	*	697
contig_698	17085	4	N	N	1	both	*	698
contig_699	12611	4	N	N	1	both	*	699
contig_700	6935	4	N	N	1	both	*	700
contig_701	30044	29	N	N	6	both	*	701,-690,-689
contig_702	6733	5	N	N	1	both	*	702
contig_703	10487	7	N	N	1	both	*	703
contig_705	22062	3	N	N	1	both	*	705
contig_706	5226	4	N	N	1	both	*	706
contig_707	4518	14	N	N	3	both	*	707
contig_708	48330	10	N	N	2	both	*	708
contig_709	4563	4	N	N	1	both	*	709
contig_712	1608	4	N	N	1	both	*	712
contig_713	28194	3	N	N	1	both	*	713
contig_714	5068	5	N	N	1	both	*	714
contig_715	2790	3	N	N	1	both	*	715
contig_718	13555	3	N	N	1	both	*	718
contig_719	8946	3	N	N	1	both	*	719
contig_720	14067	5	N	N	1	both	*	720
contig_723	2405	3	N	N	1	both	*	723
contig_724	4961	3	N	N	1	both	*	724
contig_725	1620	3	N	N	1	both	*	725
contig_726	6193	3	N	N	1	both	*	726
contig_727	27932	3	N	N	1	both	*	727
contig_728	10299	3	N	N	1	both	*	728
contig_729	7840	4	N	N	1	both	*	729
contig_730	2451	4	N	N	1	both	*	730
contig_731	14508	3	N	N	1	both	*	731
contig_732	4495	6	N	N	1	both	*	732
contig_733	7578	4	N	N	1	both	*	733
contig_735	9112	3	N	N	1	both	*	735
contig_746	20345	4	N	N	1	both	*	746
contig_747	7101	3	N	N	1	both	*	747
contig_748	2950	3	N	N	1	both	*	748
contig_749	9443	4	N	N	1	both	*	749
contig_750	2303	3	N	N	1	both	*	750
contig_751	33614	5	N	N	1	both	*	751
contig_752	7994	3	N	N	1	both	*	752
contig_753	2982	3	N	N	1	both	*	753
contig_754	1999	3	N	N	1	both	*	754
contig_755	12007	3	N	N	1	both	*	755
contig_756	2977	3	N	N	1	both	*	756
contig_757	6888	3	N	N	1	both	*	757
contig_758	11704	21	N	N	4	both	*	758
contig_761	2271	8	N	N	2	both	*	761
contig_762	2269	18	N	N	4	both	*	762
contig_763	14791	3	N	N	1	both	*	763
contig_764	10395	3	N	N	1	both	*	764
contig_765	7529	3	N	N	1	both	*	765
contig_766	14350	4	N	N	1	both	*	766
contig_771	3142	3	N	N	1	both	*	771
contig_774	7926	3	N	N	1	both	*	774
contig_775	37504	8	N	N	2	both	*	775
contig_776	19580	3	N	N	1	both	*	776
contig_779	30023	5	N	N	1	both	*	779
contig_780	13569	3	N	N	1	both	*	780
contig_781	5855	4	N	N	1	both	*	781
contig_782	5417	5	N	N	1	both	*	782
contig_783	2156	3	N	N	1	both	*	783
contig_784	2016	5	N	N	1	both	*	784
contig_785	17658	3	N	N	1	both	*	785
contig_786	6444	3	N	N	1	both	*	786
contig_787	8733	3	N	N	1	both	*	787
contig_788	10805	4	N	N	1	both	*	788
contig_789	11119	3	N	N	1	both	*	789
contig_791	14393	3	N	N	1	both	*	791
contig_792	6137	4	N	N	1	both	*	792
contig_793	6549	6	N	N	1	both	*	793
contig_796	5080	3	N	N	1	both	*	796
contig_797	9253	3	N	N	1	both	*	797
contig_798	2259	6	N	N	1	both	*	798
contig_799	31705	3	N	N	1	both	*	799
contig_800	3192	3	N	N	1	both	*	800
contig_805	6620	3	N	N	1	both	*	805
contig_806	6866	3	N	N	1	both	*	806
contig_807	8633	4	N	N	1	both	*	807
contig_808	5508	3	N	N	1	both	*	808
contig_809	1028	3	N	N	1	both	*	809
contig_810	1029	3	N	N	1	both	*	810
contig_811	33173	3	N	N	1	both	*	811
contig_812	14901	8	N	N	2	both	*	812
contig_813	7884	3	N	N	1	both	*	813
contig_814	8516	3	N	N	1	both	*	814
contig_815	54967	5	Y	N	1	none	*	815
contig_816	10673	3	N	N	1	both	*	816
contig_817	7141	3	N	N	1	both	*	817
contig_818	3690	3	N	N	1	both	*	818
contig_819	9718	3	N	N	1	both	*	819
contig_820	12926	12	N	N	2	both	*	820
contig_821	1355	4	N	N	1	both	*	821
contig_824	10147	11	N	N	2	both	*	824
contig_825	65946	3	N	N	1	both	*	825
contig_826	13101	6	N	N	1	both	*	826
contig_827	8196	3	N	N	1	both	*	827
contig_828	1409	3	N	N	1	both	*	828
contig_829	1600	12	N	N	2	both	*	829
contig_830	4564	3	N	N	1	both	*	830
contig_831	21560	4	N	N	1	both	*	831
contig_832	3815	3	N	N	1	both	*	832
contig_833	5449	3	N	N	1	both	*	833
contig_834	2731	3	N	N	1	both	*	834
contig_835	13015	7	N	N	1	both	*	835
contig_836	8766	3	N	N	1	both	*	836
contig_839	26718	3	N	N	1	both	*	839
contig_840	16936	3	N	N	1	both	*	840
contig_841	1397	7	N	N	1	both	*	841
contig_842	3923	12	N	N	2	both	*	842
contig_843	1410	4	N	N	1	both	*	843
contig_844	15130	3	N	N	1	both	*	844
contig_845	2091	13	N	N	3	both	*	846,845,847
contig_848	7647	3	N	N	1	both	*	848
contig_849	8304	5	N	N	1	both	*	849
contig_850	8605	3	N	N	1	both	*	850
contig_851	7506	3	N	N	1	both	*	851
contig_854	36704	3	N	N	1	both	*	854
contig_855	4826	5	N	N	1	both	*	855
contig_856	35135	4	Y	N	1	none	*	856
contig_857	2808	3	N	N	1	both	*	857
contig_858	22332	3	N	N	1	both	*	858
contig_859	2504	6	N	N	1	both	*	859
contig_860	15645	3	N	N	1	both	*	860
contig_861	20720	4	N	N	1	both	*	861
contig_862	9285	4	N	N	1	both	*	862
contig_863	11519	5	N	N	1	both	*	863
contig_864	5173	8	N	N	2	both	*	864
contig_871	38962	14	Y	N	3	none	*	871
contig_879	2450	6	N	N	1	both	*	879
contig_880	13630	3	N	N	1	both	*	880
contig_881	12090	3	N	N	1	both	*	881
contig_887	4697	3	N	N	1	both	*	887
contig_888	6143	6	N	N	1	both	*	888
contig_889	2939	5	N	N	1	both	*	889
contig_890	8151	3	N	N	1	both	*	890
contig_891	41272	8	N	N	2	both	*	891
contig_896	9045	4	N	N	1	both	*	896
contig_897	14122	3	N	N	1	both	*	897
contig_898	9056	12	N	N	2	both	*	898
contig_899	11470	21	N	N	4	both	*	899
contig_900	21892	6	N	N	1	both	*	900
contig_901	13531	2	N	N	1	both	*	901
contig_904	925	7	N	N	1	both	*	904
contig_905	2060	13	N	N	3	both	*	905
contig_906	2611	11	N	N	2	both	*	906
contig_907	25858	3	N	N	1	both	*	907
contig_908	8197	6	N	N	1	both	*	908
contig_909	22824	4	N	N	1	both	*	909
contig_910	13162	3	N	N	1	both	*	910
contig_911	13038	3	N	N	1	both	*	911
contig_921	32871	39	Y	N	8	none	*	921
contig_923	3144	3	N	N	1	both	*	923
contig_924	2464	3	N	N	1	both	*	924
contig_925	10112	3	N	N	1	both	*	925
contig_926	14622	3	N	N	1	both	*	926
contig_927	2440	4	N	N	1	both	*	927
contig_928	9529	3	N	N	1	both	*	928
contig_929	38977	17	N	N	3	both	*	929
contig_939	32882	4	N	N	1	both	*	939
contig_940	12015	3	N	N	1	both	*	940
contig_941	4665	3	N	N	1	both	*	941
contig_942	9964	3	N	N	1	both	*	942
contig_943	23838	3	N	N	1	both	*	943
contig_944	2734	3	N	N	1	both	*	944
contig_945	15621	4	N	N	1	both	*	945
contig_946	14616	3	N	N	1	both	*	946
contig_947	3340	3	N	N	1	both	*	947
contig_948	3824	8	N	N	2	both	*	948
contig_949	2751	31	N	N	6	both	*	949
contig_950	6652	4	N	N	1	both	*	950
contig_951	16393	3	N	N	1	both	*	951
contig_952	25464	3	N	N	1	both	*	952
contig_953	12697	3	N	N	1	both	*	953
contig_956	2349	3	N	N	1	both	*	956
contig_957	7878	4	N	N	1	both	*	957
contig_959	13961	3	N	N	1	both	*	959
contig_960	10410	3	N	N	1	both	*	960
contig_961	32876	3	N	N	1	both	*	961
contig_962	10560	3	N	N	1	both	*	962
contig_963	4952	8	N	N	2	both	*	963
contig_966	16208	3	N	N	1	both	*	966
contig_967	2212	3	N	N	1	both	*	967
contig_968	1657	11	N	N	2	both	*	968
contig_969	14101	3	N	N	1	both	*	969
contig_970	2598	3	N	N	1	both	*	970
contig_971	6889	3	N	N	1	both	*	971
contig_972	14336	3	N	N	1	both	*	972
contig_973	12108	3	N	N	1	both	*	973
contig_974	24151	8	N	N	2	both	*	974
contig_975	1736	3	N	N	1	both	*	975
contig_976	3081	3	N	N	1	both	*	976
contig_977	14726	5	N	N	1	both	*	977
contig_978	32631	3	N	N	1	both	*	978
contig_979	12284	3	N	N	1	both	*	979
contig_980	3381	3	N	N	1	both	*	980
contig_981	6916	3	N	N	1	both	*	981
contig_982	18028	7	N	N	1	both	*	982
contig_985	4185	3	N	N	1	both	*	985
contig_986	13900	5	N	N	1	both	*	986
contig_987	4893	3	N	N	1	both	*	987
contig_988	2533	5	N	N	1	both	*	988
contig_989	11800	7	N	N	1	both	*	989
contig_990	19240	3	N	N	1	both	*	990
contig_991	2105	3	N	N	1	both	*	991
contig_992	6461	3	N	N	1	both	*	992
contig_993	24578	3	N	N	1	both	*	993
contig_996	13649	3	N	N	1	both	*	996
contig_997	1217	10	N	N	2	both	*	997
contig_998	11073	18	N	N	4	both	*	998
contig_999	1222	11	N	N	2	both	*	999
contig_1002	1744	8	N	N	2	both	*	1002
contig_1003	1678	10	N	N	2	both	*	1003
contig_1004	2296	3	N	N	1	both	*	1004
contig_1005	2671	4	N	N	1	both	*	1005
