#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_201	20327	6	N	N	1	*	*,201,*
contig_151	20141	4	N	N	1	*	*,151,*
contig_2	19791	8	N	N	2	*	*,2,*
contig_93	19300	4	N	Y	1	*	93
contig_53	18581	5	N	N	1	*	*,53,*
contig_52	18549	10	N	N	2	*	*,52,*
contig_207	17921	3	N	N	1	*	*,207,*
contig_60	17714	8	N	N	2	*	*,60,*
contig_135	17621	3	N	N	1	*	*,135,*
contig_122	17481	5	N	N	1	*	*,122,*
contig_39	17410	6	N	N	1	*	*,39,*
contig_189	17247	5	N	N	1	*	*,189,*
contig_198	17186	8	N	N	1	*	*,198,*
contig_75	16986	5	N	N	1	*	*,75,*
contig_43	16908	10	N	N	2	*	*,43,*
contig_241	16776	3	N	N	1	*	*,241,*
contig_216	16647	5	N	N	1	*	*,216,*
contig_182	16471	3	N	N	1	*	*,-132,126,181,182,-96
contig_165	16440	3	N	N	1	*	*,165,*
contig_232	16388	3	N	N	1	*	*,232,*
contig_227	16260	4	N	N	1	*	*,227,*
contig_190	16102	4	N	N	1	*	*,190,*
contig_36	16042	3	N	N	1	*	*,36,*
contig_107	15946	5	N	N	1	*	*,107,*
contig_160	15887	3	N	N	1	*	*,160,*
contig_121	15799	4	N	N	1	*	*,121,*
contig_41	15709	4	N	N	1	*	*,41,*
contig_251	15606	4	N	N	1	*	*,251,*
contig_205	15382	3	N	N	1	*	*,205,*
contig_167	15333	4	N	N	1	*	*,167,*
contig_28	15251	3	N	N	1	*	*,28,*
contig_84	15239	4	N	N	1	*	*,84,*
contig_106	15194	7	N	N	2	*	*,106,*
contig_117	15135	6	N	N	1	*	*,117,*
contig_68	15092	8	N	N	2	*	*,68,*
contig_229	14902	3	N	N	1	*	*,229,*
contig_144	14873	11	N	N	2	*	*,144,*
contig_200	14822	7	N	N	1	*	*,200,*
contig_104	14807	3	N	N	1	*	*,104,*
contig_158	14774	5	N	N	1	*	*,158,*
contig_231	14765	4	N	N	1	*	*,231,*
contig_217	14532	3	N	N	1	*	*,217,*
contig_34	14526	5	N	N	1	*	*,34,*
contig_175	14460	3	N	N	1	*	*,175,*
contig_46	14439	11	N	N	3	*	*,46,*
contig_124	14413	3	N	N	1	*	*,124,*
contig_97	14400	5	N	N	1	*	*,97,*
contig_63	14368	12	N	N	2	*	*,63,*
contig_115	14325	5	N	N	1	*	*,115,*
contig_162	14281	4	N	N	1	*	*,162,*
contig_159	14218	6	N	N	1	*	*,159,*
contig_221	13984	5	N	N	1	*	*,221,*
contig_18	13877	3	N	N	1	*	*,16,18,*
contig_134	13847	7	N	N	2	*	*,134,*
contig_132	13697	11	N	Y	2	*	132,*
contig_169	13415	6	N	N	1	*	*,169,*
contig_199	13355	3	N	N	1	*	*,199,*
contig_113	13197	3	N	N	1	*	*,113,*
contig_69	13177	3	N	N	1	*	*,69,*
contig_38	13098	8	N	N	2	*	*,38,*
contig_73	12796	4	N	N	1	*	*,73,*
contig_156	12555	4	N	N	1	*	*,156,*
contig_103	12463	3	N	N	1	*	*,103,*
contig_211	12365	6	N	N	1	*	*,211,*
contig_252	12346	5	N	N	1	*	*,252,*
contig_44	12203	5	N	N	1	*	*,44,*
contig_114	12069	3	N	N	1	*	*,114,*
contig_191	11874	4	N	N	1	*	*,191,*
contig_188	11633	3	N	N	1	*	*,188,*
contig_12	11210	7	N	N	2	*	*,12,*
contig_233	11208	3	N	N	1	*	*,233,*
contig_57	11171	3	N	N	1	*	*,57,*
contig_239	10962	3	Y	Y	1	*	239
contig_220	10492	3	N	N	1	*	*,220,*
contig_58	10035	3	N	N	1	*	*,58,*
contig_25	10031	3	N	N	1	*	*,25,*
contig_253	9801	3	N	N	1	*	*,253,*
contig_171	9645	3	N	N	1	*	*,171,*
contig_70	9622	4	N	N	1	*	*,70,*
contig_29	9514	7	N	N	1	*	*,29,*
contig_112	9452	7	N	N	1	*	*,112,*
contig_248	9368	3	N	N	1	*	*,248,*
contig_17	9096	5	N	N	1	*	*,16,17,*
contig_177	9095	4	N	N	1	*	*,177,*
contig_45	8706	7	N	N	1	*	*,45,*
contig_218	8595	4	Y	N	1	*	218
contig_65	8261	5	N	N	1	*	*,65,*
contig_137	8167	7	N	N	1	*	*,137,*
contig_155	8141	7	N	N	1	*	*,155,*
contig_209	7719	7	N	N	1	*	*,209,*
contig_243	7088	3	Y	N	1	*	243
contig_51	7081	6	N	N	1	*	*,51,*
contig_238	7042	6	N	N	1	*	*,238,*
contig_223	6796	4	N	N	1	*	*,223,*
contig_33	6780	3	N	N	1	*	*,33,*
contig_163	6719	3	N	N	1	*	*,163,*
contig_219	6635	3	N	N	1	*	*,219,*
contig_184	6266	4	N	N	1	*	*,184,*
contig_71	6074	4	Y	Y	1	*	71
contig_87	6048	7	N	N	1	*	*,87,*
contig_67	5809	7	N	N	1	*	*,67,*
contig_105	5726	4	N	N	1	*	*,105,*
contig_40	5357	4	N	N	1	*	*,40,*
contig_222	5352	3	N	N	1	*	*,222,*
contig_42	5271	6	N	N	1	*	*,42,*
contig_214	5178	3	N	N	1	*	*,214,*
contig_1	5137	3	N	N	1	*	*,1,*
contig_24	5079	10	N	N	2	*	*,24,*
contig_176	4859	4	Y	Y	1	*	176
contig_195	4827	3	N	Y	1	44	*,195,*
contig_172	4698	3	N	N	1	*	*,172,*
contig_168	4656	3	N	N	1	*	*,168,*
contig_72	4580	3	N	N	1	*	*,72,*
contig_100	4444	5	N	Y	1	40	*,100,*
contig_54	4433	6	N	N	1	*	*,54,*
contig_19	4422	5	N	N	1	*	*,19,*
contig_109	4420	4	N	N	1	*	*,109,*
contig_170	3940	4	N	N	1	*	*,170,*
contig_86	3876	7	N	N	1	*	*,86,*
contig_102	3872	4	N	N	1	*	*,102,*
contig_20	3815	3	N	N	1	*	*,20,*
contig_166	3557	3	N	N	1	*	*,166,*
contig_228	3448	3	N	N	1	*	*,228,*
contig_133	3351	6	N	N	1	*	*,133,*
contig_139	3344	4	N	N	1	*	*,139,*
contig_164	3232	5	N	N	1	*	*,164,*
contig_148	3186	6	N	N	1	*	*,148,*
contig_179	3132	5	N	N	1	*	*,179,*
contig_131	3033	8	N	N	1	*	*,131,*
contig_111	3031	3	N	N	1	*	*,111,*
contig_11	2854	4	N	Y	1	34	*,11,*
contig_47	2801	7	N	N	1	*	*,47,*
contig_203	2613	3	N	N	1	*	*,203,*
contig_225	2609	4	N	N	1	*	*,225,*
contig_30	2562	3	N	Y	1	50	*,30,*
contig_149	2522	22	N	N	5	*	*,149,*
contig_66	2413	4	N	N	1	*	*,66,*
contig_226	2362	16	N	N	2	*	*,226,*
contig_173	2360	6	N	N	1	*	*,173,*
contig_8	1821	6	N	Y	1	36	*,8,*
contig_82	1762	3	N	Y	1	52	*,82,*
contig_150	844	11	N	N	3	*	*,150,*
contig_180	754	7	N	N	2	*	*,180,*
