#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_258	16902	5	N	N	1	*	*,258,*
contig_256	16596	4	N	N	1	*	*,256,*
contig_251	16489	3	N	N	1	*	*,251,*
contig_127	16471	3	N	N	1	*	*,127,*
contig_248	16410	4	N	N	1	*	*,248,*
contig_2	16210	4	N	N	1	*	*,2,*
contig_211	16132	5	N	N	1	*	*,211,*
contig_172	15857	3	N	N	1	*	*,172,*
contig_43	15742	6	N	N	1	*	*,43,*
contig_77	15628	6	N	N	1	*	*,77,*
contig_200	15551	5	N	N	1	*	*,200,*
contig_70	15402	4	N	N	1	*	*,70,*
contig_50	15262	6	N	N	1	*	*,50,*
contig_40	15224	3	N	N	1	*	*,40,*
contig_178	15192	3	N	N	1	*	*,178,*
contig_247	15112	4	N	N	1	*	*,247,*
contig_246	15084	6	N	N	1	*	*,246,*
contig_34	15064	8	N	Y	2	48	*,34,*
contig_244	14850	6	N	N	1	*	*,244,*
contig_156	14841	3	N	N	1	*	*,156,*
contig_219	14839	11	N	N	2	*	*,219,*
contig_226	14796	11	N	N	2	*	*,226,*
contig_250	14669	3	N	N	1	*	*,250,*
contig_263	14655	3	N	N	1	*	*,263,*
contig_68	14555	3	N	N	1	*	*,68,*
contig_56	14511	15	N	N	3	*	*,56,*
contig_125	14482	5	N	N	1	*	*,125,*
contig_261	14444	5	N	N	1	*	*,261,*
contig_201	14429	3	N	N	1	*	*,201,*
contig_26	14351	3	N	N	1	*	*,26,*
contig_32	14350	5	N	N	1	*	*,32,*
contig_57	14345	7	N	N	1	*	*,57,*
contig_135	14160	7	N	N	2	*	*,135,*
contig_289	14050	5	N	N	1	*	*,289,*
contig_123	14027	3	N	N	1	*	*,123,*
contig_161	13819	4	N	N	1	*	*,161,*
contig_194	13621	4	N	N	1	*	*,194,*
contig_213	13621	4	N	N	1	*	*,213,*
contig_12	13043	9	N	N	2	*	*,12,*
contig_41	12949	5	N	N	1	*	*,41,*
contig_286	12790	4	N	N	1	*	*,286,*
contig_222	12738	4	N	N	1	*	*,222,*
contig_145	12735	12	N	N	2	*	*,145,*
contig_133	12716	4	N	N	1	*	*,133,*
contig_54	12636	11	N	N	2	*	*,54,*
contig_162	12550	4	N	N	1	*	*,162,-163
contig_203	12419	8	N	N	1	*	*,203,*
contig_266	12017	10	N	N	2	*	*,266,*
contig_292	11972	4	N	N	1	*	*,292,*
contig_4	11953	6	N	N	1	*	*,4,*
contig_175	11688	16	N	N	3	*	*,175,*
contig_30	11648	3	N	N	1	*	*,30,*
contig_158	11643	8	N	N	2	*	*,158,*
contig_76	11581	3	N	N	1	*	*,76,*
contig_60	11522	6	N	N	1	*	*,60,*
contig_78	11490	3	N	N	1	*	*,78,*
contig_233	11439	4	N	N	1	*	*,233,*
contig_120	11354	5	N	N	1	*	*,120,*
contig_53	11337	11	N	N	2	*	*,53,*
contig_187	11328	15	N	N	3	*	*,187,*
contig_65	11272	5	N	N	1	*	*,65,*
contig_218	11170	4	N	N	1	*	*,218,*
contig_207	10882	4	N	N	1	*	*,207,*
contig_75	10767	5	N	N	1	*	*,75,*
contig_153	10742	4	N	N	1	*	*,153,*
contig_110	10706	3	N	N	1	*	*,110,*
contig_174	10705	5	N	N	1	*	*,174,*
contig_134	10540	12	N	N	2	*	*,134,*
contig_20	10521	3	N	N	1	*	*,20,*
contig_225	10354	4	N	N	1	*	*,225,*
contig_255	10289	7	N	N	1	*	*,255,*
contig_62	10212	12	N	N	3	*	*,62,*
contig_37	10145	12	N	N	3	*	*,37,*
contig_69	9962	4	N	N	1	*	*,69,*
contig_231	9915	7	N	N	1	*	*,231,*
contig_309	9829	10	Y	N	2	*	309
contig_176	9751	3	N	N	1	*	*,176,*
contig_152	9426	10	N	N	1	*	*,152,*
contig_36	9378	19	N	N	5	*	*,36,*
contig_214	9304	3	N	N	1	*	*,214,*
contig_252	9299	3	N	N	1	*	*,252,*
contig_63	8984	6	N	N	1	*	*,63,*
contig_195	8961	31	N	N	7	*	*,195,*
contig_18	8902	20	N	N	5	*	*,18,*
contig_236	8667	4	N	N	1	*	*,236,*
contig_188	8339	6	N	N	1	*	*,188,*
contig_55	8251	5	N	N	1	*	*,55,*
contig_278	8247	8	N	N	2	*	*,278,*
contig_275	8106	5	N	N	1	*	*,275,*
contig_217	8058	5	N	N	1	*	*,217,*
contig_189	7975	4	N	N	1	*	*,189,*
contig_107	7628	8	N	Y	1	52	107
contig_279	7593	4	N	N	1	*	*,279,*
contig_202	7460	4	N	N	1	*	*,202,*
contig_301	7430	6	Y	N	1	*	301
contig_141	7349	5	N	N	1	*	*,141,*
contig_241	7276	3	N	N	1	*	*,241,*
contig_140	7254	3	N	N	1	*	*,140,*
contig_1	7249	4	N	N	1	*	*,1,*
contig_308	7214	7	Y	N	1	*	308
contig_113	7170	6	N	N	1	*	*,113,*
contig_220	7098	3	N	N	1	*	*,220,*
contig_72	7055	4	N	N	1	*	*,72,*
contig_260	7019	6	N	N	1	*	*,260,*
contig_124	6943	4	N	N	1	*	*,124,*
contig_108	6906	5	N	N	1	*	*,108,*
contig_39	6870	6	N	N	1	*	*,39,*
contig_150	6787	3	N	N	1	*	*,150,*
contig_73	6779	5	N	N	1	*	*,73,*
contig_88	6722	3	N	N	1	*	*,88,*
contig_85	6427	6	N	N	1	*	*,85,*
contig_114	6419	5	N	N	1	*	*,114,*
contig_28	6410	4	N	N	1	*	*,28,*
contig_29	6308	5	N	N	1	*	*,29,*
contig_221	5987	4	N	N	1	*	*,221,*
contig_297	5935	7	Y	N	1	*	297
contig_242	5773	6	N	N	1	*	*,242,*
contig_182	5680	5	N	N	1	*	*,182,*
contig_193	5481	3	N	N	1	*	*,193,*
contig_284	5471	3	N	N	1	*	*,284,*
contig_184	5289	4	N	N	1	*	*,184,*
contig_179	5280	4	N	N	1	*	*,179,*
contig_180	5269	5	N	N	1	*	*,180,*
contig_190	5213	4	N	N	1	*	*,190,*
contig_257	5177	3	N	N	1	*	*,257,*
contig_16	5138	4	N	N	1	*	*,16,*
contig_151	5096	22	N	N	5	*	*,151,*
contig_205	5021	3	N	N	1	*	*,205,*
contig_254	4996	3	N	N	1	*	*,254,*
contig_272	4938	10	N	N	1	*	*,272,*
contig_121	4925	19	N	N	4	*	*,121,*
contig_268	4871	4	N	Y	1	64	*,268,*
contig_191	4863	4	N	N	1	*	*,191,*
contig_223	4834	4	N	N	1	*	*,223,*
contig_274	4745	5	N	N	1	*	*,274,*
contig_97	4654	6	N	Y	1	52	97,*
contig_105	4628	4	N	Y	1	52	*,105
contig_227	4595	4	N	N	1	*	*,227,*
contig_138	4538	6	N	N	1	*	*,138,*
contig_59	4285	6	N	N	1	*	*,59,*
contig_204	4252	6	N	N	1	*	*,204,*
contig_117	4176	3	N	N	1	*	*,117,*
contig_90	3989	14	N	N	3	*	*,90,*
contig_267	3792	3	N	N	1	*	*,267,*
contig_8	3789	7	N	N	1	*	*,8,*
contig_265	3769	12	N	N	3	*	*,265,*
contig_7	3730	3	N	N	1	*	*,7,*
contig_270	3553	4	N	N	1	*	*,270,*
contig_119	3513	30	N	N	7	*	*,119,*
contig_243	3484	3	N	N	1	*	*,243,*
contig_74	3385	8	N	N	2	*	*,74,*
contig_173	3296	4	N	N	1	*	*,173,*
contig_224	3277	5	N	N	1	*	*,224,*
contig_177	3268	5	N	N	1	*	*,177,*
contig_196	3242	99	N	N	24	*	*,196,*
contig_9	3229	4	N	N	1	*	*,9,*
contig_198	3206	30	N	N	7	*	*,198,*
contig_299	3183	14	N	N	3	*	*,299,*
contig_71	3181	4	N	N	1	*	*,71,*
contig_87	3165	3	N	N	1	*	*,87,*
contig_197	3156	127	N	N	31	*	*,197,*
contig_139	3119	13	N	N	2	*	*,139,*
contig_232	3104	6	N	N	1	*	*,232,*
contig_210	3081	3	N	N	1	*	*,210,*
contig_245	3080	10	N	N	2	*	*,245,*
contig_142	3029	6	N	N	1	*	*,142,*
contig_229	2942	3	N	N	1	*	*,229,*
contig_181	2930	4	N	N	1	*	*,181,*
contig_82	2791	3	N	N	1	*	*,82,*
contig_230	2782	10	N	N	2	*	*,230,*
contig_283	2780	6	N	N	1	*	*,283,*
contig_228	2768	3	N	N	1	*	*,228,*
contig_116	2700	7	N	N	1	*	*,116,*
contig_293	2692	11	N	N	2	*	*,293,*
contig_136	2679	4	N	N	1	*	*,136,*
contig_282	2676	5	N	N	1	*	*,282,*
contig_285	2671	6	N	N	1	*	*,285,*
contig_277	2644	5	N	N	1	*	*,277,*
contig_259	2608	6	N	N	1	*	*,259,*
contig_264	2573	13	N	N	2	*	*,264,*
contig_25	2568	16	N	N	4	*	*,25,*
contig_253	2542	8	N	N	1	*	*,253,*
contig_42	2541	3	N	N	1	*	*,42,*
contig_79	2539	18	N	N	3	*	*,79,*
contig_115	2465	3	N	N	1	*	*,115,*
contig_239	2462	4	N	N	1	*	*,239,*
contig_166	2445	3	N	N	1	*	*,166,*
contig_199	2361	11	N	N	2	*	*,199,*
contig_276	2328	5	N	N	1	*	*,276,*
contig_235	2316	3	N	N	1	*	*,235,*
contig_154	2301	3	N	N	1	*	*,154,*
contig_262	2270	5	N	N	1	*	*,262,*
contig_149	2108	6	N	N	1	*	*,149,*
contig_148	2066	9	N	N	2	*	*,148,*
contig_137	2055	16	N	N	3	*	*,137,*
contig_212	2053	3	N	N	1	*	*,212,*
contig_17	2011	9	N	N	2	*	*,17,*
contig_19	1773	18	N	N	4	*	*,19,*
contig_13	1671	9	N	N	1	*	*,13,*
contig_49	1657	13	N	N	2	*	*,49,*
contig_132	1636	3	N	N	1	*	*,132,*
contig_6	1542	11	N	N	2	*	*,6,*
contig_48	1460	8	N	N	1	*	*,48,*
contig_83	1367	4	N	N	1	*	*,83,*
contig_11	1336	4	N	N	1	*	*,11,*
contig_91	1092	9	N	Y	2	52	91
contig_46	885	3	N	Y	1	50	*,46
contig_92	697	11	N	Y	2	52	92
