contig_1539_15 # 8315 # 8818 # -1 # ID=121_15;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.383	GENOMAD.220118.VP	1.145E-07	53	2561
contig_1539_47 # 28733 # 29578 # 1 # ID=121_47;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.414	GENOMAD.072101.VV	2.160E-46	171	2561
contig_1542_27 # 12298 # 12441 # 1 # ID=122_27;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;genetic_code=11;gc_cont=0.361	GENOMAD.066529.VV	4.930E-05	40	2561
contig_1542_59 # 25036 # 25419 # 1 # ID=122_59;partial=00;start_type=ATG;rbs_motif=AAAA;rbs_spacer=4bp;genetic_code=11;gc_cont=0.310	GENOMAD.000687.VV	2.096E-48	169	2561
contig_1543_54 # 24490 # 26349 # -1 # ID=123_54;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;genetic_code=11;gc_cont=0.332	GENOMAD.005855.VV	1.393E-161	522	2561
contig_1545_21 # 9226 # 9609 # 1 # ID=124_21;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.659	GENOMAD.012456.VV	5.608E-38	139	2561
contig_110_35 # 20512 # 20826 # -1 # ID=24_35;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=3-4bp;genetic_code=11;gc_cont=0.489	GENOMAD.114715.VV	2.049E-14	70	0
contig_111_8 # 5772 # 5969 # -1 # ID=26_8;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.455	GENOMAD.107443.VV	1.864E-28	108	0
contig_1111_4 # 1318 # 1557 # 1 # ID=27_4;partial=00;start_type=TTG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.271	GENOMAD.005103.VV	3.836E-13	65	2561
contig_1111_36 # 23065 # 23517 # 1 # ID=27_36;partial=00;start_type=TTG;rbs_motif=TAA;rbs_spacer=12bp;genetic_code=11;gc_cont=0.252	GENOMAD.004027.VV	5.965E-31	120	2561
contig_1131_43 # 19232 # 19624 # 1 # ID=29_43;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.303	GENOMAD.003453.VV	9.232E-26	104	6064
contig_1131_75 # 32963 # 33508 # -1 # ID=29_75;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.366	GENOMAD.006341.VV	3.018E-25	105	2561
contig_751_13 # 13616 # 14476 # -1 # ID=224_13;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.472	GENOMAD.029858.VV	1.276E-56	201	2561
contig_758_4 # 1533 # 2525 # 1 # ID=225_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.489	GENOMAD.003893.VV	1.842E-29	123	2561
contig_775_11 # 5730 # 5897 # -1 # ID=227_11;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.530	GENOMAD.020382.VV	3.050E-12	61	2561
contig_775_43 # 29433 # 30011 # -1 # ID=227_43;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.610	GENOMAD.048147.VV	1.560E-65	222	0
contig_78_15 # 6270 # 6506 # 1 # ID=228_15;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.460	GENOMAD.027774.VV	7.915E-28	107	2561
contig_791_4 # 1500 # 1940 # -1 # ID=229_4;partial=00;start_type=TTG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.524	GENOMAD.015120.VV	2.125E-23	98	2561
contig_799_19 # 15217 # 15543 # 1 # ID=230_19;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.486	GENOMAD.120573.VV	3.933E-09	55	2561
contig_775_19 # 13739 # 14689 # -1 # ID=227_19;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.628	GENOMAD.013293.VV	3.070E-59	210	2561
contig_811_50 # 25123 # 25563 # 1 # ID=231_50;partial=00;start_type=TTG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.562	GENOMAD.002970.VV	2.697E-10	60	2561
contig_815_48 # 21803 # 22576 # 1 # ID=232_48;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.574	GENOMAD.018628.VV	3.200E-70	239	2561
contig_271_12 # 6570 # 7196 # 1 # ID=151_12;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.301	GENOMAD.001115.VV	5.328E-50	178	2561
contig_285_38 # 19153 # 19410 # -1 # ID=152_38;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.566	GENOMAD.094586.VV	9.794E-07	47	0
contig_298_20 # 11827 # 12084 # -1 # ID=153_20;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.488	GENOMAD.010766.VV	8.083E-31	116	2561
contig_316_44 # 32671 # 34386 # 1 # ID=154_44;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.557	GENOMAD.192868.VP	2.847E-137	449	2561
contig_327_21 # 9608 # 10012 # 1 # ID=155_21;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.511	GENOMAD.026557.VV	9.508E-44	156	2561
contig_327_53 # 22099 # 22323 # -1 # ID=155_53;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.516	GENOMAD.065805.VV	3.471E-19	82	2561
contig_266_8 # 5286 # 5687 # 1 # ID=148_8;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.502	GENOMAD.026548.VV	2.351E-66	221	2561
contig_267_50 # 19786 # 19902 # 1 # ID=149_50;partial=00;start_type=ATG;rbs_motif=AAA;rbs_spacer=11bp;genetic_code=11;gc_cont=0.256	GENOMAD.065606.VV	2.207E-14	66	2561
contig_267_82 # 37136 # 37339 # 1 # ID=149_82;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;genetic_code=11;gc_cont=0.294	GENOMAD.003775.VV	8.695E-15	69	2561
contig_267_114 # 57304 # 57465 # 1 # ID=149_114;partial=00;start_type=ATG;rbs_motif=AAAA;rbs_spacer=9bp;genetic_code=11;gc_cont=0.259	GENOMAD.017823.VV	4.513E-08	49	2561
contig_268_24 # 12337 # 12513 # 1 # ID=150_24;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;genetic_code=11;gc_cont=0.390	GENOMAD.002380.VV	6.571E-07	46	2561
contig_271_33 # 17748 # 17960 # 1 # ID=151_33;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=13bp;genetic_code=11;gc_cont=0.282	GENOMAD.065056.VV	5.648E-13	64	2561
contig_271_65 # 32474 # 32899 # 1 # ID=151_65;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;genetic_code=11;gc_cont=0.322	GENOMAD.007188.VV	4.948E-29	114	2561
contig_1424_22 # 11200 # 11385 # 1 # ID=92_22;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.473	GENOMAD.013326.VV	6.560E-22	89	2561
contig_1437_9 # 5611 # 5940 # -1 # ID=95_9;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.418	GENOMAD.051963.VV	6.180E-13	66	2561
contig_1439_13 # 9043 # 9786 # 1 # ID=97_13;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.538	GENOMAD.194433.VP	5.612E-10	62	0
contig_1439_45 # 25770 # 26219 # -1 # ID=97_45;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.540	GENOMAD.102926.VP	7.214E-08	53	2561
contig_1445_15 # 8833 # 9021 # -1 # ID=98_15;partial=00;start_type=ATG;rbs_motif=AAAA;rbs_spacer=11bp;genetic_code=11;gc_cont=0.296	GENOMAD.079361.VV	5.223E-04	38	2561
contig_1445_47 # 23579 # 24076 # -1 # ID=98_47;partial=00;start_type=ATG;rbs_motif=AAA;rbs_spacer=9bp;genetic_code=11;gc_cont=0.311	GENOMAD.002356.VV	1.518E-44	160	2561
contig_1111_13 # 12160 # 12270 # 1 # ID=27_13;partial=00;start_type=ATG;rbs_motif=AAA;rbs_spacer=6bp;genetic_code=11;gc_cont=0.270	GENOMAD.065054.VV	1.208E-05	41	2561
contig_1111_45 # 28770 # 29090 # 1 # ID=27_45;partial=00;start_type=TTG;rbs_motif=AAA;rbs_spacer=12bp;genetic_code=11;gc_cont=0.318	GENOMAD.014463.VV	6.055E-12	63	2561
contig_1118_27 # 14439 # 14648 # 1 # ID=28_27;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.310	GENOMAD.067570.VV	5.386E-13	64	2561
contig_1131_52 # 22168 # 22560 # 1 # ID=29_52;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.372	GENOMAD.052002.VV	1.695E-27	109	2561
contig_1131_84 # 38270 # 38545 # -1 # ID=29_84;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;genetic_code=11;gc_cont=0.286	GENOMAD.006129.VV	3.651E-26	103	2561
contig_1136_12 # 5626 # 6207 # 1 # ID=30_12;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.435	GENOMAD.106149.VV	8.205E-15	75	2561
contig_1136_44 # 29894 # 30538 # -1 # ID=30_44;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;genetic_code=11;gc_cont=0.470	GENOMAD.069979.VV	6.468E-41	152	2561
contig_133_36 # 34520 # 35791 # 1 # ID=73_36;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.564	GENOMAD.094400.VV	1.323E-14	79	2561
contig_133_68 # 53191 # 53613 # 1 # ID=73_68;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.624	GENOMAD.172137.VP	5.804E-18	82	2561
contig_1330_32 # 18910 # 20781 # -1 # ID=74_32;partial=00;start_type=GTG;rbs_motif=4Base/6BMM;rbs_spacer=13-15bp;genetic_code=11;gc_cont=0.454	GENOMAD.136168.VP	8.260E-08	58	2561
contig_1356_54 # 33668 # 33922 # -1 # ID=78_54;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.463	GENOMAD.020551.VV	2.624E-26	103	2561
contig_1555_25 # 16248 # 16814 # -1 # ID=130_25;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=13bp;genetic_code=11;gc_cont=0.296	GENOMAD.008100.VV	5.919E-83	272	2561
contig_1558_13 # 8027 # 8299 # -1 # ID=131_13;partial=00;start_type=ATG;rbs_motif=AAAAT;rbs_spacer=8bp;genetic_code=11;gc_cont=0.385	GENOMAD.003022.VV	1.321E-20	87	2561
contig_16_26 # 12562 # 12726 # 1 # ID=132_26;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.485	GENOMAD.110814.VV	2.297E-21	87	0
contig_168_11 # 8005 # 8466 # 1 # ID=133_11;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.472	GENOMAD.001856.VV	2.529E-33	127	2561
contig_168_43 # 22719 # 23063 # 1 # ID=133_43;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.484	GENOMAD.029273.VV	7.657E-21	89	2561
contig_169_26 # 12350 # 12577 # 1 # ID=134_26;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.439	GENOMAD.055309.VV	2.226E-31	117	0
contig_184_2 # 586 # 1254 # 1 # ID=136_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.492	GENOMAD.090086.VV	2.653E-46	168	2561
contig_99_32 # 14580 # 14741 # 1 # ID=255_32;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=9bp;genetic_code=11;gc_cont=0.370	GENOMAD.019199.VV	5.849E-06	43	2561
contig_998_2 # 368 # 1219 # 1 # ID=256_2;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.469	GENOMAD.006922.VV	6.936E-53	190	2561
contig_101_32 # 17407 # 18060 # 1 # ID=1_32;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=14bp;genetic_code=11;gc_cont=0.405	GENOMAD.108044.VV	1.528E-09	60	2561
contig_1019_14 # 8751 # 9137 # 1 # ID=3_14;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.323	GENOMAD.071095.VV	2.589E-30	117	2561
contig_1019_46 # 27499 # 27750 # 1 # ID=3_46;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.333	GENOMAD.046119.VV	4.764E-20	85	2561
contig_1024_1 # 118 # 477 # 1 # ID=5_1;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.500	GENOMAD.066181.VV	1.190E-09	57	2561
contig_103_1 # 165 # 1439 # 1 # ID=6_1;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.626	GENOMAD.181861.VP	3.030E-81	279	2561
contig_1033_6 # 3334 # 3693 # 1 # ID=7_6;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.619	GENOMAD.118669.VV	5.287E-43	153	2561
contig_593_50 # 19658 # 19825 # -1 # ID=203_50;partial=00;start_type=ATG;rbs_motif=AAT;rbs_spacer=10bp;genetic_code=11;gc_cont=0.304	GENOMAD.010318.VV	8.513E-17	74	2561
