#seq_name	length	coverage
contig_139	3119	13
contig_135	14160	7
contig_140	7254	3
contig_128	21918	6
contig_142	3029	6
contig_141	7349	5
contig_150	6787	3
contig_149	2108	6
contig_148	2066	9
contig_154	2301	3
contig_153	10742	4
contig_151	5096	22
contig_152	9426	10
contig_145	12735	12
contig_156	14841	3
contig_166	2445	3
contig_161	13819	4
contig_162	12550	4
contig_158	11643	8
contig_173	3296	4
contig_155	29626	3
contig_157	28830	4
contig_159	28894	3
contig_174	10705	5
contig_167	27850	3
contig_172	15857	3
contig_177	3268	5
contig_176	9751	3
contig_179	5280	4
contig_171	31669	4
contig_180	5269	5
contig_181	2930	4
contig_178	15192	3
contig_175	11688	16
contig_182	5680	5
contig_184	5289	4
contig_190	5213	4
contig_188	8339	6
contig_191	4863	4
contig_187	11328	15
contig_189	7975	4
contig_193	5481	3
contig_183	38764	3
contig_194	13621	4
contig_192	31357	3
contig_199	2361	11
contig_198	3206	30
contig_201	14429	3
contig_202	7460	4
contig_204	4252	6
contig_200	15551	5
contig_205	5021	3
contig_196	3242	99
contig_195	8961	31
contig_203	12419	8
contig_207	10882	4
contig_210	3081	3
contig_211	16132	5
contig_212	2053	3
contig_213	13621	4
contig_197	3156	127
contig_206	22341	3
contig_214	9304	3
contig_217	8058	5
contig_218	11170	4
contig_216	17382	4
contig_208	23077	4
contig_221	5987	4
contig_220	7098	3
contig_223	4834	4
contig_224	3277	5
contig_222	12738	4
contig_227	4595	4
contig_225	10354	4
contig_228	2768	3
contig_229	2942	3
contig_215	36990	5
contig_219	14839	11
contig_230	2782	10
contig_209	36871	4
contig_232	3104	6
contig_231	9915	7
contig_226	14796	11
contig_235	2316	3
contig_233	11439	4
contig_239	2462	4
contig_236	8667	4
contig_242	5773	6
contig_241	7276	3
contig_243	3484	3
contig_240	18057	3
contig_245	3080	10
contig_244	14850	6
contig_247	15112	4
contig_248	16410	4
contig_246	15084	6
contig_250	14669	3
contig_253	2542	8
contig_252	9299	3
contig_249	20729	3
contig_254	4996	3
contig_251	16489	3
contig_257	5177	3
contig_255	10289	7
contig_259	2608	6
contig_256	16596	4
contig_262	2270	5
contig_260	7019	6
contig_258	16902	5
contig_264	2573	13
contig_261	14444	5
contig_263	14655	3
contig_265	3769	12
contig_267	3792	3
contig_270	3553	4
contig_266	12017	10
contig_272	4938	10
contig_274	4745	5
contig_276	2328	5
contig_275	8106	5
contig_277	2644	5
contig_273	20722	7
contig_279	7593	4
contig_278	8247	8
contig_283	2780	6
contig_282	2676	5
contig_271	45202	3
contig_284	5471	3
contig_285	2671	6
contig_286	12790	4
contig_288	16903	4
contig_293	2692	11
contig_292	11972	4
contig_289	14050	5
contig_287	30652	4
contig_281	37622	6
contig_297	5935	7
contig_291	23796	3
contig_280	17025	13
contig_299	3183	14
contig_301	7430	6
contig_298	17824	3
contig_290	19188	8
contig_294	29992	3
contig_295	26274	6
contig_308	7214	7
contig_302	35743	3
contig_309	9829	10
contig_107	7628	8
contig_33	16266	1
contig_3	28442	6
contig_91	1092	9
contig_92	697	11
contig_47	15822	1
contig_93	551	2
contig_34	15064	8
contig_94	596	2
contig_306	30161	4
contig_61	29692	2
contig_304	33155	5
contig_95	3104	2
contig_303	26862	17
contig_66	32839	3
contig_96	5653	0
contig_305	34849	7
contig_97	4654	6
contig_103	684	1
contig_106	4458	2
contig_104	2574	1
contig_105	4628	4
contig_46	885	3
contig_129	11073	2
contig_143	1003	0
contig_130	669	0
contig_168	509	2
contig_164	4459	1
contig_165	7343	2
contig_163	7824	1
contig_131	36105	2
contig_185	2219	1
contig_160	29571	1
contig_238	6449	2
contig_186	3331	2
contig_269	1830	0
contig_268	4871	4
contig_234	35402	2
contig_310	36717	20
contig_170	33420	4
contig_307	6165	2
contig_296	34038	2
contig_300	34547	2
contig_237	43837	4
